!Series_platform_id	GPL21103			
GENE	rna	Mo~rep1	Oc~rep1	@OC_up
REXO4	0.564765488	1015.664522	1502.796331	
REXO5	-0.594045599	141.5749016	93.45338713	
RF00004	0	0	0	
RF00026	0	0	0	
RFC1	-0.002892781	2199.96466	2195.555876	
RFC2	0.250601135	989.4417455	1177.33125	
RFC3	0.336965167	527.8376624	666.9731405	
RFC4	0.773888501	225.2435872	385.8476209	
RFC5	0.696287333	1244.773563	2017.563812	
RFESD	0.021476352	159.4044856	161.810172	
RFFL	-0.024968471	504.1659379	495.4983398	
RFK	-0.388905749	1769.830483	1351.39854	
RFLNA	0	0	0.251909738	
RFLNB	0.774791923	4.393227929	8.227507019	
RFNG	-0.076968373	350.5407774	332.2774424	
RFPL4	0	0	0	
RFPL4B	0	0	0	
RFT1	0.080989993	533.9795217	564.8711797	
RFTN1	-1.424075177	2845.977491	1059.949443	
RFTN2	0.295062782	70.64760566	86.90719642	
RFWD3	0.139230896	1660.480559	1828.818187	
RFX1	0.166845509	378.4915991	425.0177254	
RFX2	0.107294884	28.95179703	31.26427142	
RFX3	-0.368290849	79.56571513	61.41423815	
RFX4	0	0	0	
RFX5	-0.428075039	471.7097071	350.3428287	
RFX6	0	0	0	
RFX7	-0.573853162	1026.007508	688.9642738	
RFX8	0	0	0.248325387	
RFXANK	-0.252492294	244.5457896	205.1221849	
RFXAP	0.20021297	230.266426	264.6945819	
RGCC	1.216176025	4.376401503	11.49099853	
RGL1	0.712699323	795.3723036	1304.14878	
RGL2	-0.197351932	3119.143519	2720.232942	
RGL3	-0.062968791	172.5841932	165.1707884	
RGMA	-0.309937759	0.239654217	0	
RGMB	-0.610020799	565.0446309	369.8652285	
RGN	0	0	0	
RGP1	-0.068759141	1505.903221	1435.768498	
RGR	0	0	0	
RGS1	-1.022669941	3598.393233	1770.637922	
RGS10	-0.771608599	4462.60653	2613.619952	
RGS11	-0.168114031	244.829307	217.7894069	
RGS12	-0.522393826	278.9428613	193.9006044	
RGS13	0	0	0	
RGS14	0.809918132	1057.452597	1854.585904	
RGS16	2.885971067	13.16271255	103.6912291	
RGS17	-0.314529156	0.243605719	0	
RGS18	-1.313909267	1365.552444	548.6676808	
RGS19	0.101120847	2634.46557	2825.817394	
RGS2	-1.069535536	3590.944459	1710.462292	
RGS20	1.977421105	3.179150834	15.45701681	
RGS21	0	0	0	
RGS22	0	0	0	
RGS3	0.224966736	391.6162249	457.8703308	
RGS4	-0.250736789	0.48535221	0.248389629	
RGS5	-0.791222285	0.730539996	0	
RGS6	-0.427545039	1.695339221	1.004054601	
RGS7	-0.568771447	0.483259936	0	
RGS7BP	-1.630138522	60.27552781	18.79549968	
RGS8	0.492183004	0.243467138	0.749025575	
RGS9	-1.374419491	26.81693424	9.729210614	
RGS9BP	-1.55026909	7.791255052	2.001742143	
RGSL1	-2.817244351	21.93222209	2.253651881	
RHAG	-0.467091737	0.730539996	0.251909738	
RHBDD1	0.158059557	1631.055987	1820.024214	
RHBDD2	0.146025974	521.4377817	577.0864301	
RHBDD3	-0.23677194	202.2743964	171.5071992	
RHBDF1	-0.299555721	128.1267027	103.9157776	
RHBDF2	-0.298598701	1574.21213	1279.713188	
RHBDL1	0.898322214	3.415786826	7.230572249	
RHBDL2	0.246474729	3.636237855	4.499991207	
RHBDL3	-0.835827699	4.353479859	1.999348737	
RHBG	0	0	0	
RHCG	-1.354176989	2.196453325	0.250317973	
RHD	-0.119482646	4.149716673	3.740405304	
RHEB	0.139789658	1554.495647	1712.75873	
RHEBL1	-0.463833263	88.24396278	63.70697855	
RHNO1	0.336346248	489.4516633	618.2222046	
RHO	-0.417087206	2.661720513	1.742391367	
RHOA	0.025164861	13338.75615	13573.48209	
RHOAY-PS1	0	0	0	
RHOAY-PS2	0	0	0	
RHOAY-PS3	0	0	0	
RHOB	-0.56743524	2899.495737	1956.299133	
RHOBTB1	-1.231980874	863.8991019	367.2156549	
RHOBTB2	-0.231566217	366.6874731	312.1630085	
RHOBTB3	-0.776172282	9.257678588	4.989601764	
RHOC	0.270945979	2634.127326	3178.541308	
RHOD	-1.972203949	241.5513968	60.81747101	
RHOF	1.527306823	275.0332502	794.6582412	
RHOG	-0.245527459	5830.08259	4917.561009	
RHOH	-4.720114264	282.2765238	9.747677043	
RHOJ	0.132254223	149.4113526	163.8515766	
RHOQ	0.094598919	1885.076082	2012.892663	
RHOT1	0.051762728	1542.23662	1598.612002	
RHOT2	0.184251075	878.5034207	998.3155224	
RHOU	2.919989979	8.027329393	67.32251743	
RHOV	0.008029179	175.0154509	175.9977788	
RHOX1	0	0	0	
RHOX10	0	0	0	
RHOX11	0	0	0	
RHOX11-PS1	0	0	0	
RHOX11-PS2	0	0	0	
RHOX11-PS3	0	0	0	
RHOX12	0	0	0	
RHOX13	0	0	0	
RHOX2A	0	0	0	
RHOX2B	0	0	0	
RHOX2C	0	0	0	
RHOX2D	0	0	0	
RHOX2E	0	0	0	
RHOX2F	0	0	0	
RHOX2G	0	0	0	
RHOX2H	0	0	0	
RHOX2-PS	0	0	0	
RHOX3A	0	0	0	
RHOX3A2	0	0	0	
RHOX3B-PS	0	0	0	
RHOX3C	0	0	0	
RHOX3D-PS	0	0	0	
RHOX3E	0	0	0	
RHOX3F	0	0	0	
RHOX3G	0	0	0	
RHOX3H	0	0	0	
RHOX4A	0.005464878	0.243605719	0.248325387	
RHOX4A2	0	0	0	
RHOX4B	0	0	0	
RHOX4C	0	0	0	
RHOX4D	0.005699896	0.243467138	0.248389629	
RHOX4E	0	0	0	
RHOX4F	0	0	0	
RHOX4G	0.003113933	0.245697993	0.248389629	
RHOX5	0	0	0	
RHOX6	0	0	0	
RHOX7A	0	0	0	
RHOX7B	0	0	0	
RHOX7-PS1	0	0	0	
RHOX7-PS2	0	0	0	
RHOX8	0.229557363	0.491395987	0.748624754	
RHOX9	0	0	0	
RHPN1	-0.791222285	0.730539996	0	
RHPN2	1.768848652	3.389096377	13.95724541	
RIAN	-0.234927443	1.93880636	1.497185267	
RIBC1	0.386175063	42.56168846	55.9318088	
RIBC2	0	0	0	
RIC1	0.072337319	967.3241332	1017.114115	
RIC3	-1.307596553	21.85935571	8.235027671	
RIC8A	-0.139682322	1969.90429	1788.027293	
RIC8B	-0.125072273	409.3278603	375.2534577	
RICTOR	-0.33297613	1003.496427	796.4667662	
RIDA	-0.84185745	240.9214996	133.9740009	
RIF1	0.30301485	907.8210308	1120.230563	
RIIAD1	-0.644886974	4.852501688	2.742925859	
RILP	-0.203282531	192.3225813	166.9145948	
RILPL1	0.313098723	351.3064241	436.6960925	
RILPL2	0.97294946	571.6124551	1122.951994	
RIMBP2	0.028727424	2.182273498	2.246275084	
RIMBP3	0	0	0.248389629	
RIMKLA	-0.309937759	0.239654217	0	
RIMKLB	0	0	0	
RIMS1	0.183085732	1.20617409	1.504690548	
RIMS2	3.059448684	5.827107264	55.91445091	
RIMS3	-0.197448385	209.6044767	182.6663994	
RIMS4	1.491228847	0.243605719	2.496127995	
RIN1	1.614902704	97.19827557	299.7724235	
RIN2	-0.145345078	4903.08908	4433.096312	
RIN3	0.089315176	1158.399206	1232.444309	
RING1	-0.095711214	456.3344945	426.9785599	
RINL	0.156433157	1292.513046	1440.656803	
RINT1	0.149430888	219.1904988	243.2202969	
RIOK1	0.116807	604.3446721	655.3948048	
RIOK3	0.353987452	4600.118224	5879.635126	
RIOX1	0.047242044	509.3388267	526.3268476	
RIOX2	0.55038324	624.9337073	915.6640592	
RIPK1	-0.416850776	4461.586013	3341.735493	
RIPK2	0.363775495	532.3087522	685.2558294	
RIPK3	1.788620121	862.4169795	2981.970046	
RIPK4	0.267270393	0.243605719	0.496715016	
RIPOR1	0.039016041	1300.356056	1336.029951	
RIPOR2	-4.832435668	105.9085714	2.752359483	
RIPOR3	0.848873698	0.245697993	1.243619523	
RIPPLY1	-0.314368381	0.243467138	0	
RIPPLY2	0	0	0	
RIPPLY3	0.268074738	1.703242226	2.255243646	
RIT1	-0.182268643	916.1055054	807.2597864	
RIT2	0	0	0.251909738	
RITA1	-0.058453833	95.18622429	91.36693234	
RLBP1	0.236135404	0.483259936	0.74703299	
RLF	-0.251546125	1148.124024	964.2592573	
RLIM	0.0917486	2725.517839	2904.543783	
RLN1	0	0	0	
RLN3	0	0	0.248389629	
RMDN1	-0.280980521	273.0911334	224.5856251	
RMDN2	0.479826357	181.702008	253.7917998	
RMDN3	0.048375814	706.7241745	730.8576244	
RMI1	-0.302380608	226.2487816	183.2790354	
RMI2	1.066435295	27.49968568	58.68553383	
RMND1	0.086165286	760.526064	807.3940488	
RMND5A	-0.529504322	3698.43655	2561.942715	
RMND5B	0.087377477	709.6776328	754.0503071	
RMRP	0	0	0.248325387	
RN5S	0	0	0	
RN7S1	0	0	0	
RN7S2	0	0	0	
RN7S6	0	0	0	
RN7SK	-0.330402769	24.71894044	19.45464415	
RNASE1	0	0	0	
RNASE10	-0.574503742	0.489165132	0	
RNASE11	0	0	0	
RNASE12	0.235406991	0.491395987	0.755729214	
RNASE13	0	0	0	
RNASE2A	0.20887258	2.677620987	3.250537782	
RNASE2B	0.616950514	3.404209481	5.754428023	
RNASE4	-3.261058415	5830.336909	607.2634673	
RNASE6	-0.436682384	416.7660185	307.6587655	
RNASE9	0	0	0	
RNASEH1	0.261242599	340.6210207	408.4363948	
RNASEH2A	0.414689319	567.4186218	756.7086079	
RNASEH2B	0.273228519	577.3081117	697.8907038	
RNASEH2C	0.544034301	162.5375768	237.4449899	
RNASEK	0.557859898	2291.065643	3373.112929	
RNASEL	-1.83898324	5065.830491	1415.273922	
RNASET2A	-0.480401671	42.55406885	30.2185998	
RNASET2B	-1.138362877	45.73331415	20.22976607	
RNCR4	0	0	0	
RND1	2.002378915	58.4221647	237.080916	
RND2	-0.162046822	136.1254483	121.5567135	
RND3	0.392505775	822.9165678	1080.531686	
RNF10	-0.183388972	4406.370199	3880.270839	
RNF103	-0.526218918	1069.862258	742.5769756	
RNF11	-0.27739838	1935.130585	1596.457867	
RNF111	-0.203372752	2338.649292	2031.026952	
RNF112	0	0	0	
RNF113A1	0.022588658	37.15842488	37.7605832	
RNF113A2	-1.214785082	79.68140402	33.76055479	
RNF114	-0.328891462	2897.661108	2306.763223	
RNF115	-0.345246054	2497.720831	1965.92735	
RNF121	0.080370749	633.5786591	669.9334877	
RNF122	-0.482457821	39.46694859	27.96450974	
RNF123	-0.12183731	1006.981926	925.3520355	
RNF125	-1.490883702	4.624796442	1.001271893	
RNF126	0.761265827	509.3922966	864.103282	
RNF128	0.599162011	5563.20322	8427.857678	
RNF13	-0.525252938	9353.044551	6498.538857	
RNF130	-0.954767742	6070.989747	3131.689132	
RNF133	0	0	0	
RNF135	-0.206248865	423.9618552	367.3518492	
RNF138	-0.316172028	323.1011192	259.3174411	
RNF138RT1	-0.789787124	0.728819349	0	
RNF139	-0.224731385	1051.496781	899.6786918	
RNF14	-0.04190223	1678.57093	1630.490394	
RNF141	-0.820166495	2526.112707	1430.297442	
RNF144A	-0.10706466	26.95463786	24.95518904	
RNF144B	-0.780483159	604.5801696	351.5516919	
RNF145	-0.226762504	1794.538432	1533.378094	
RNF146	0.051641642	1395.572256	1446.468407	
RNF148	0	0	0	
RNF149	0.541199721	6407.411165	9324.405344	
RNF150	-3.573719263	4239.747185	355.1604473	
RNF151	-0.254509707	0.489165132	0.248325387	
RNF152	-1.720987971	18.72028045	4.981968	
RNF157	-0.024248789	969.4357816	953.2610301	
RNF165	0.542756259	7.057040716	10.73711805	
RNF166	-0.438324029	1097.893241	809.973796	
RNF167	-0.558572017	929.4359948	630.7417385	
RNF168	-0.060358286	871.1908878	835.4536688	
RNF169	-0.724732273	1604.822916	970.6984239	
RNF17	0.4215165	42.58696709	57.37753604	
RNF170	-0.255414104	516.9379415	432.9007688	
RNF170-PS	0	0	0	
RNF180	-0.58008488	439.611965	293.7361033	
RNF181	0.271893828	1630.881673	1969.320441	
RNF182	-0.314529156	0.243605719	0	
RNF183	2.193400045	12.20126529	59.38023025	
RNF185	-0.357043839	986.1554352	769.7342094	
RNF186	1.267021832	0.245697993	1.997949696	
RNF187	0.169118689	2064.114682	2320.955929	
RNF19A	-0.006407645	1840.900065	1832.737514	
RNF19B	1.315206816	2726.56051	6786.207024	
RNF2	-0.952661649	1148.151178	592.7415401	
RNF20	0.048787378	1708.118806	1766.904157	
RNF207	-1.191678552	2.418625001	0.496650775	
RNF208	-0.515874807	3.657394735	2.257236232	
RNF212	-0.256595087	0.491395987	0.248389629	
RNF213	-0.822914945	6278.985631	3549.067149	
RNF214	0.153711725	871.7081977	969.8248744	
RNF215	0.314676583	302.3269125	376.2576325	
RNF216	-0.262585538	1672.810938	1394.276495	
RNF217	0.068099295	337.1774277	353.5231072	
RNF219	0.116321858	364.0764627	394.7311184	
RNF220	0.15850831	1507.688935	1682.896759	
RNF222	0	0	0.248325387	
RNF224	0	0	0.248325387	
RNF225	-0.319717902	2.430202346	1.748369124	
RNF24	0.26359543	557.3833123	669.320593	
RNF25	-0.236501761	713.3066739	605.3042099	
RNF26	0.116761079	508.2806483	551.2119	
RNF31	-0.254488735	882.2735267	739.4342017	
RNF32	-0.156721983	2.903977212	2.502105752	
RNF34	-0.03866594	1100.516463	1071.386615	
RNF38	-0.156279887	2169.052216	1946.265863	
RNF39	-0.314368381	0.243467138	0	
RNF4	0.166320253	3683.986479	4134.26441	
RNF40	0.03044345	1797.093887	1835.440053	
RNF41	0.130617664	1626.043622	1780.226024	
RNF43	-0.865548115	5.830504442	2.748839374	
RNF44	-0.145682427	3060.510383	2766.457475	
RNF5	0.174431014	1100.522967	1242.089861	
RNF6	0.049939719	1705.476166	1765.581102	
RNF7	-0.086441023	2032.997602	1914.707042	
RNF8	0.154785939	224.1355253	249.6335702	
RNFT1	-0.151823542	1493.367245	1344.097915	
RNFT2	0.362664988	29.50692727	38.22577261	
RNGTT	0.187682507	763.7048746	869.9473919	
RNH1	0.414778965	7054.232245	9404.290723	
RNLS	0.117342959	53.1126269	57.69787346	
RNMT	0.168489632	1017.280673	1143.426575	
RNPC3	0.200220747	309.4169496	355.6300032	
RNPEP	-0.038785345	4429.168368	4311.654625	
RNPEPL1	0.068629634	1705.302505	1788.433678	
RNPS1	0.488159973	598.3116511	839.6273492	
RNU11	0	0	0	
RNU12	0	0	0	
RNU1A1	0	0	0	
RNU1B1	0	0	0	
RNU1B2	0	0	0	
RNU1B6	0	0	0	
RNU2-10	0	0	0	
RNU3A	0	0	0	
RNU3B1	0	0	0	
RNU3B2	0	0	0	
RNU3B3	0	0	0	
RNU3B4	0	0	0	
RNU5G	0	0	0	
RNU6	0	0	0	
RNU6-PS2	0	0	0	
RNU7	0	0	0	
RNU73B	0.425928089	0.489165132	1.000598734	
RNY1	0	0	0	
RNY3	-0.314529156	0.243605719	0	
ROBO1	0	0	4.732307814	
ROBO2	0.568342322	1.695339221	2.996699699	
ROBO3	0.027761961	2.673669485	2.745046927	
ROBO4	0	0	0	
ROCK1	-0.099966144	2518.812874	2350.123717	
ROCK2	0.050716704	3182.531166	3296.435848	
ROGDI	-0.714635579	550.5092942	335.0671712	
ROM1	-1.054219455	55.05310356	25.99280303	
ROMO1	0.359536478	307.6372833	394.9858361	
ROPN1	0	0	0	
ROPN1L	-1.502674993	66.27915128	22.74270834	
ROR1	0	0	0	
ROR2	-0.309937759	0.239654217	0	
RORA	-0.827086343	888.9421751	500.6305647	
RORB	-0.028812211	4.60903455	4.498127104	
RORC	-0.316954344	0.245697993	0	
ROS1	0	0	0	
RP1	-0.663614183	0.980561118	0.250317973	
RP1L1	-0.314529156	0.243605719	0	
RP2	0.502404065	1988.859264	2817.779178	
RP31-PS19	-0.104640207	1.952475979	1.745911475	
RP9	0.056668421	596.6022641	620.5429273	
RPA1	0.170848395	2813.209599	3167.01283	
RPA2	0.333353089	701.0691854	883.5638581	
RPA3	0.447133961	144.5265321	197.4005695	
RPAIN	-0.497977022	438.1207652	309.9409734	
RPAP1	0.022919438	610.9532704	620.7527265	
RPAP2	-0.279372001	497.8289915	410.0099485	
RPAP3	0.342723181	264.0460802	335.1176694	
RPAP3-PS1	0	0	0	
RPAP3-PS2	0.267270393	0.243605719	0.496715016	
RPE	0.170602669	1186.872263	1335.984161	
RPE65	0	0	0	
RPF1	0.206594256	863.6638406	996.7882042	
RPF2	0.776259287	397.0438827	680.7235291	
RPGR	0.182376052	66.57459152	75.68035085	
RPGRIP1	-0.453763875	38.01669134	27.48747129	
RPGRIP1L	0.080396926	185.7531989	196.4558186	
RPH3A	0.863476375	8.981988528	17.16140134	
RPH3AL	2.726703182	0.243467138	7.23102194	
RPIA	0.469813591	349.3867948	484.2613627	
RPL10	-0.065054154	5994.764414	5730.407776	
RPL10A	0.362867947	2646.836287	3404.063897	
RPL10A-PS1	0	0	0	
RPL10A-PS2	0.682165176	0.243605719	0.995422618	
RPL10L	0	0	0	
RPL10-PS1	0	0	0	
RPL10-PS2	0.195071255	0.96624271	1.250916707	
RPL10-PS3	0	0	0	
RPL10-PS4	0.861769191	0.239654217	1.25278081	
RPL10-PS6	0.023592371	0.966519873	0.998942727	
RPL11	0.177119896	4923.851626	5567.158026	
RPL12	0.304877206	6517.457342	8051.338288	
RPL12-PS1	0.486412315	0.245697993	0.745168887	
RPL12-PS2	0.267270393	0.243605719	0.496715016	
RPL13	0.419988987	2765.09196	3699.802401	
RPL13A	0.286964302	7919.320693	9662.348209	
RPL13A-PS1	-0.637513403	11.4307515	6.990734989	
RPL13-PS1	-0.309937759	0.239654217	0	
RPL13-PS3	0.68338352	0.243467138	0.9968859	
RPL13-PS4	0	0	0	
RPL13-PS5	-0.622620436	1.703242226	0.755729214	
RPL13-PS6	0.189834407	0.970194213	1.247268115	
RPL14	0.487065469	5171.549298	7248.798808	
RPL14-PS1	0	0	0	
RPL15	0.286569327	2371.251771	2892.521693	
RPL15-PS1	-0.793196256	0.732909432	0	
RPL15-PS2	0.278617616	1.465541702	1.990780995	
RPL15-PS3	0	0	0	
RPL15-PS4	0	0	0	
RPL17	0.12853168	8239.740688	9007.617332	
RPL17-PS1	-0.264257863	2.903467004	2.250131772	
RPL17-PS10	-0.052694359	3.14744435	2.998692285	
RPL17-PS11	0	0	0	
RPL17-PS4	0.593791562	0.489303713	1.247668936	
RPL17-PS5	0	0	0	
RPL17-PS8	0	0	0	
RPL17-PS9	-0.26530788	1.702965064	1.248924121	
RPL18	0.518291047	3011.795135	4314.098889	
RPL18A	0.403698125	6631.497338	8773.094934	
RPL18A-PS1	-0.144945259	1.214171559	1.002527078	
RPL18A-PS2	0	0	0	
RPL18A-PS3	0	0	0	
RPL18-PS1	0.434150369	0.483259936	1.004054601	
RPL18-PS2	-0.207830477	0.732770851	0.500299367	
RPL19	0.397605501	5317.210946	7004.783976	
RPL19-PS1	-0.091613041	2.194361051	1.997821213	
RPL19-PS11	0.247489904	88.09752467	104.7712223	
RPL19-PS12	0.481179322	2.931870774	4.488436513	
RPL19-PS4	-0.318199634	2.430063765	1.751151832	
RPL21	0.308006806	7472.963549	9251.73796	
RPL21-PS1	0	0	0	
RPL21-PS10	0.027671974	1.942619281	1.999605703	
RPL21-PS11	0	0	0.248325387	
RPL21-PS12	0.019211649	0.972563649	0.999006969	
RPL21-PS13	-0.250045843	0.486934277	0.250317973	
RPL21-PS14	0.595967755	0.489165132	1.250852465	
RPL21-PS15	0	0	0	
RPL21-PS3	-0.24870317	0.483259936	0.248389629	
RPL21-PS4	0.268234282	0.245697993	0.500235125	
RPL21-PS5	0.025790832	2.192545939	2.250131772	
RPL21-PS6	-0.252208703	0.489165132	0.250317973	
RPL21-PS7	0	0	0	
RPL21-PS8	0.889560188	0.483259936	1.747904061	
RPL21-PS9	0	0	0	
RPL22	0.240622272	3638.835299	4299.473284	
RPL22L1	-0.101447109	373.1418649	347.7367242	
RPL22-PS1	0.304038607	2.440059044	3.247081914	
RPL23	0.11607555	8244.361919	8935.18077	
RPL23A	0.50576744	3692.401794	5243.181645	
RPL23A-PS1	0.164215893	1.455407842	1.75142417	
RPL23A-PS10	0	0	0	
RPL23A-PS11	0	0	0	
RPL23A-PS12	0	0	0	
RPL23A-PS13	0	0	0	
RPL23A-PS14	-0.150146039	1.218261643	0.999006969	
RPL23A-PS2	-0.826366256	1.213661351	0.248389629	
RPL23A-PS3	0.822121117	0.978607426	2.498184822	
RPL23A-PS4	-0.572475333	0.487072858	0	
RPL23A-PS5	-0.457606588	2.429553558	1.497377992	
RPL23A-PS6	0	0	0	
RPL23A-PS7	0	0	0	
RPL23A-PS8	0	0	0	
RPL23A-PS9	0	0	0	
RPL24	0.19729263	4067.075172	4663.230117	
RPL26	0.128476416	3767.297243	4118.27141	
RPL26-PS2	0	0	0.502227711	
RPL26-PS3	0	0	0	
RPL26-PS4	0.022411277	1.455685004	1.494130221	
RPL26-PS5	0	0	0	
RPL27	0.407164474	1122.364335	1488.667529	
RPL27A	0.400240644	3441.187568	4541.751401	
RPL27A-PS1	-0.339656357	1.215753625	0.75095392	
RPL27A-PS2	-0.791453328	0.730817158	0	
RPL27-PS1	-0.357968077	3.162878733	2.248139187	
RPL27-PS2	-0.252208703	0.489165132	0.250317973	
RPL27-PS3	0	0	0	
RPL28	0.322002216	5576.052193	6970.673413	
RPL28-PS1	0	0	0	
RPL28-PS2	-0.316954344	0.245697993	0	
RPL28-PS3	-0.672317053	2.194361051	1.004455422	
RPL28-PS4	0	0	0	
RPL29	0.484436006	1656.357952	2317.708132	
RPL29-PS1	0	0	0	
RPL29-PS2	0.266702756	0.245697993	0.498643361	
RPL29-PS5	-0.572340881	0.486934277	0	
RPL3	0.470143617	7025.197818	9732.021977	
RPL30	0.231271598	2245.922115	2636.592546	
RPL30-PS1	-1.260197095	6.78433832	2.249859434	
RPL30-PS10	-0.316954344	0.245697993	0	
RPL30-PS11	0	0	0	
RPL30-PS2	-0.314368381	0.243467138	0	
RPL30-PS3	-0.705460578	6.330269524	3.495263446	
RPL30-PS5	0.310155557	1.211940704	1.742455608	
RPL30-PS6	-0.472642043	0.735001706	0.250317973	
RPL30-PS8	0	0	0	
RPL30-PS9	0	0	0	
RPL31	0.256715548	4386.408934	5240.881461	
RPL31-PS1	0.66499239	0.732909432	1.747631723	
RPL31-PS10	-0.213508826	2.189899341	1.751087591	
RPL31-PS11	0.643884195	2.679480216	4.749299441	
RPL31-PS13	0.372070653	0.734863125	1.245275529	
RPL31-PS14	-0.254480589	5.843896898	4.737162722	
RPL31-PS15	-0.660253798	0.978468844	0.251909738	
RPL31-PS16	-0.78804007	0.726727075	0	
RPL31-PS17	0.52808701	3.162973197	5.003073282	
RPL31-PS18	-0.570805067	0.48535221	0	
RPL31-PS20	0.491066684	2.194361051	3.489622269	
RPL31-PS21	0	0	0	
RPL31-PS22	-0.316954344	0.245697993	0	
RPL31-PS23	0	0	0	
RPL31-PS24	-0.314368381	0.243467138	0	
RPL31-PS25	0	0	0	
RPL31-PS4	-0.174948654	0.974517342	0.749025575	
RPL31-PS5	0	0	0.251909738	
RPL31-PS6	0.020327518	0.479308434	0.500299367	
RPL31-PS7	-0.792965493	0.73263227	0	
RPL31-PS8	0	0	0	
RPL31-PS9	-0.576663365	0.491395987	0	
RPL32	0.118919862	10671.26416	11588.24147	
RPL32-PS	-0.266494096	2.907279925	2.24826767	
RPL34	0.18681152	4336.924006	4936.621674	
RPL34-PS1	0	0	0	
RPL34-PS2	0.213069893	35.60795983	41.43419376	
RPL35	0.410980559	3151.249302	4190.196599	
RPL35A	0.132194561	2579.029456	2826.60794	
RPL35A-PS2	0	0	0	
RPL35A-PS3	0	0	0	
RPL35A-PS4	0	0	0	
RPL35A-PS5	0.533618457	0.72895793	1.502762203	
RPL35A-PS6	0	0	0	
RPL35A-PS7	-0.309937759	0.239654217	0	
RPL35-PS1	0	0	0	
RPL36	0.830434598	811.5890223	1443.962826	
RPL36A	0.384935182	2666.261183	3481.912636	
RPL36AL	0.271321229	658.4807595	794.9356511	
RPL36A-PS1	0	0	0.752144863	
RPL36A-PS2	0	0	0	
RPL36A-PS3	0	0	0.251909738	
RPL36A-PS4	0	0	0	
RPL36-PS1	0	0	0	
RPL36-PS10	-0.314368381	0.243467138	0	
RPL36-PS12	0.652648484	34.7603499	55.21711183	
RPL36-PS2	-0.314368381	0.243467138	0	
RPL36-PS3	0.527809665	0.731050204	1.495721985	
RPL36-PS4	0	0	0	
RPL36-PS7	0	0	0	
RPL36-PS8	0	0	0	
RPL36-PS9	0.494916041	0.239654217	0.746968748	
RPL37	0.373402256	3411.839934	4420.006968	
RPL37A	0.223474332	2616.136559	3054.616605	
RPL37RT	0.213318279	90.4665806	105.0419351	
RPL38	0.239205758	1520.54556	1794.945152	
RPL38-PS1	0.269189784	0.243605719	0.498707602	
RPL38-PS2	0	0	0	
RPL39	0.261366599	1067.989179	1280.304924	
RPL39L	1.530528485	4.375708597	14.52997304	
RPL39-PS	0.033220329	10.2342882	10.49597674	
RPL3L	0.296929968	3.884028122	5.000162091	
RPL3-PS1	0	0	0	
RPL3-PS2	0.925555661	0.972563649	2.746718306	
RPL4	0.408837001	21584.06364	28655.65756	
RPL41	0.378486596	4736.678134	6157.874732	
RPL48-PS1	0	0	0	
RPL5	0.13481124	5075.494825	5572.733181	
RPL5-PS1	0.007295808	0.489165132	0.496715016	
RPL5-PS2	-0.038671124	4.133539037	3.997763496	
RPL6	0.225278602	5833.733501	6819.820822	
RPL6L	-0.82635018	1.21352277	0.248325387	
RPL7	0.207045794	7664.16976	8847.074528	
RPL7A	0.299709041	7911.38047	9738.318616	
RPL7A-PS10	0.201076092	0.73709398	0.9968859	
RPL7A-PS11	0	0	0	
RPL7A-PS12	0	0	0	
RPL7A-PS13	0	0	0	
RPL7A-PS2	0	0	0.251909738	
RPL7A-PS3	0.018142495	1.217612854	1.24567635	
RPL7A-PS5	0.189264492	0.972425068	1.248924121	
RPL7A-PS7	0.683673865	0.245697993	1.000871072	
RPL7A-PS8	0.016757016	0.730401415	0.75061734	
RPL7A-PS9	0	0	1.241691179	
RPL7L1	0.299523321	2617.502459	3221.689694	
RPL7L1-PS1	0	0	0	
RPL7-PS7	-0.469259054	9.718578531	6.742409602	
RPL8	0.640418111	8037.060139	12528.5742	
RPL9	0.255826837	5013.268113	5986.135727	
RPL9-PS1	0.003113933	0.245697993	0.248389629	
RPL9-PS2	0	0	0	
RPL9-PS3	-0.035548205	4.384027346	4.252985246	
RPL9-PS4	0	0	1.000598734	
RPL9-PS5	0	0	0	
RPL9-PS6	-0.250045843	0.486934277	0.250317973	
RPL9-PS7	0.425478085	0.487211439	0.997350963	
RPL9-PS8	0.021773462	1.463310847	1.500769618	
RPL9-PS9	0	0	0	
RPLP0	0.441874828	10120.15516	13747.25758	
RPLP0-PS1	0.613231304	3.397516915	5.726800307	
RPLP1	0.847981647	6305.255001	11350.13894	
RPLP1-PS1	-0.202851444	0.726727075	0.500235125	
RPLP2	0.655802744	2467.688809	3888.400319	
RPN1	0.188507975	5676.540314	6469.037259	
RPN2	0.027914685	8753.573393	8924.61491	
RPP14	0.461005414	451.0611493	621.2625187	
RPP21	-0.036045719	264.5881522	258.0346459	
RPP25	0.558208204	5.60610191	8.727084357	
RPP25L	0.360879991	175.6896663	225.9064559	
RPP30	0.420318443	302.8091311	405.564338	
RPP38	0.412890203	131.6386888	175.5885563	
RPP40	0.824364189	138.5618597	246.1297878	
RPPH1	1.158742392	1.4615902	4.495813311	
RPRD1A	-0.031738228	565.552603	553.22496	
RPRD1B	0.145215055	881.4073846	974.8503477	
RPRD2	-0.0101092	1387.15592	1377.462885	
RPRL1	0	0	0	
RPRL2	0	0	0	
RPRL3	0	0	0	
RPRM	0.825077466	0.972425068	2.494407747	
RPRML	0	0	0	
