!Series_platform_id	GPL21103			
GENE	rna	WT~RANKL	Foxo3~RANKL	@OC_up
ENOX1	1.02907627	0.0309704	0.073609	
ENOPH1	0.063256404	11.944101	12.479901	
ENO4	1.154510687	0.104535	0.244965	
ENO3	0.198954034	11.273201	12.941601	
ENO2	-0.822295267	0.827012	0.463365	
ENO1	0.121300061	302.300001	328.817001	
ENKUR	-1.192638828	0.0724465	0.0260705	
ENKD1	-0.143913312	1.322011	1.195551	
ENHO	-0.463256753	0.117376	0.0823918	
ENGASE	-0.099966628	6.124101	5.713451	
ENG	-0.766342709	6.174001	3.625611	
ENDOV	0.000695817	3.182241	3.183781	
ENDOU	-0.957931659	0.031056	0.0111354	
ENDOG	0.649133712	6.084861	9.548121	
ENDOD1	-0.10979637	4.553111	4.218721	
ENC1	0.266573162	9.831581	11.828901	
ENAM	0	1.00E-06	1.00E-06	
ENAH	-0.637216619	0.359718	0.227711	
EMX2	0	1.00E-06	1.00E-06	
EMX1	1.763475521	1.00E-06	0.0239549	
EMR4	0.379218445	4.128811	5.373091	
EMR1	-0.269811538	184.604001	153.114001	
EMP3	0.043835515	321.635001	331.558001	
EMP2	-0.026073462	18.292201	17.964401	
EMP1	-0.960336239	83.769901	43.047601	
EML6	0.275601041	0.508313	0.617417	
EML5	-0.228287448	1.695951	1.446281	
EML4	-0.103833601	6.177231	5.747571	
EML3	0.161945785	17.298801	19.355001	
EML2	0.122065078	48.730801	53.034201	
EML1	0.620509993	0.0807905	0.129583	
EMILIN3	0	1.00E-06	1.00E-06	
EMILIN2	-0.459527144	19.429801	14.127101	
EMILIN1	-0.608085312	10.439501	6.845571	
EMID1	-0.290648997	0.0169382	0.0120229	
EMG1	0.203843092	50.098601	57.703201	
EME2	0.205013365	5.977281	6.891521	
EME1	-0.137669684	2.776391	2.522791	
EMD	0.057521266	42.462001	44.189601	
EMCN	0	1.00E-06	1.00E-06	
EMC9	0.169381134	10.514501	11.825601	
EMC8	-0.023116574	8.079711	7.951121	
EMC7	0.074354608	68.789501	72.428301	
EMC6	0.284613715	36.823501	44.856301	
EMC4	0.094676079	72.416901	77.329301	
EMC3	0.065011769	55.772301	58.343501	
EMC2	0.204397529	57.869801	66.679401	
EMC10	0.136833876	38.837301	42.702201	
EMC1	-0.045455364	4.912931	4.760241	
EMB	0.052279599	101.773001	105.529001	
ELTD1	-1.266358892	0.033095	0.00791492	
ELP6	0.11684896	3.079711	3.340371	
ELP5	0.14951517	25.143701	27.890401	
ELP4	0.140993117	2.221651	2.450761	
ELP3	0.020224405	18.811001	19.076701	
ELP2	-0.029181548	35.787201	35.070401	
ELOVL7	0.688642148	0.716018	1.160171	
ELOVL6	-0.303197067	0.671129	0.542024	
ELOVL5	0.043852812	24.579201	25.338101	
ELOVL4	1.046221067	1.00E-06	0.0106532	
ELOVL3	2.568887408	1.00E-06	0.0493411	
ELOVL2	-0.869437768	0.0239864	0.0086028	
ELOVL1	0.131336757	129.213001	141.529001	
ELOF1	0.070403017	46.154801	48.463501	
ELN	-0.134659445	0.10652	0.0961363	
ELMSAN1	-0.146398181	4.418961	3.991581	
ELMOD3	0.323501271	3.131781	3.921511	
ELMOD2	0.077024793	10.369201	10.938401	
ELMO3	0.268565007	0.811557	0.979655	
ELMO2	-0.001844246	9.547601	9.535391	
ELMO1	-0.258383267	18.998301	15.881401	
ELL3	0.794242831	0.124987	0.22409	
ELL2	-0.008280027	24.173801	24.035401	
ELL	-0.094641772	12.951601	12.128601	
ELK4	0.155454931	4.519291	5.034601	
ELK3	-0.012390536	14.595301	14.470401	
ELK1	-0.160242144	5.977721	5.348261	
ELFN2	0	1.00E-06	1.00E-06	
ELFN1	0.733420127	0.10212	0.176408	
ELF5	-2.328178093	0.0402221	1.00E-06	
ELF4	0.004985651	21.279701	21.353401	
ELF3	0	1.00E-06	1.00E-06	
ELF2	-0.067005342	33.943601	32.402701	
ELF1	-0.068002761	27.182401	25.930401	
ELAVL4	1.86685073	1.00E-06	0.0264772	
ELAVL3	-1.64982062	0.0213826	1.00E-06	
ELAVL1	0.040870752	15.824601	16.279601	
ELANE	0.118907554	0.897286	0.975233	
ELAC2	0.031084404	9.805031	10.018801	
ELAC1	0.052107789	6.537021	6.777811	
EIF6	0.050290189	87.089601	90.179301	
EIF5B	0.03355863	23.203501	23.749801	
EIF5A2	-0.195535375	2.219801	1.937171	
EIF5A	0.064302057	426.612001	446.057001	
EIF5	0.083861911	70.591601	74.817201	
EIF4H	0.018204651	162.057001	164.115001	
EIF4G3	0.012766413	32.381001	32.668901	
EIF4G2	-0.01162481	154.127001	152.890001	
EIF4G1	0.020566551	104.115001	105.610001	
EIF4ENIF1	0.166566473	20.059601	22.515801	
EIF4EBP3	0.165131043	6.689381	7.501801	
EIF4EBP2	-0.338968516	47.566901	37.604601	
EIF4EBP1	0.27651976	118.275001	143.265001	
EIF4E3	-0.010744199	11.607801	11.521601	
EIF4E2	0.049728203	43.714101	45.247501	
EIF4E1B	0	1.00E-06	1.00E-06	
EIF4E	0.061195638	68.965201	71.953901	
EIF4B	0.103985906	167.788001	180.329001	
EIF4A3	-0.039519842	62.067001	60.389601	
EIF4A2	0.220782367	101.813001	118.651001	
EIF4A1	0.017584096	637.928001	645.751001	
EIF3M	-0.018185359	107.606001	106.258001	
EIF3L	0.078889339	124.873001	131.892001	
EIF3K	-0.005857039	138.702001	138.140001	
EIF3J2	1.178666757	0.810264	1.846811	
EIF3J1	-0.019548736	42.096401	41.529701	
EIF3I	0.057437197	94.692601	98.539001	
EIF3H	0.093082383	206.887001	220.676001	
EIF3G	0.03966546	80.247001	82.484201	
EIF3F	0.090313009	167.340001	178.151001	
EIF3E	0.035896031	139.630001	143.148001	
EIF3D	0.062966039	72.243201	75.466501	
EIF3C	0.03177438	105.295001	107.640001	
EIF3B	-0.065193041	69.331801	66.268101	
EIF3A	0.002659346	127.360001	127.595001	
EIF2S3Y	-1.216261842	40.059801	17.235901	
EIF2S3X	-0.047481791	60.899001	58.927001	
EIF2S2	0.07601586	60.217701	63.476201	
EIF2S1	0.088865076	51.341101	54.603601	
EIF2D	-0.107982735	11.626901	10.787701	
EIF2C4	-0.138202385	8.253331	7.498481	
EIF2C3	-0.07303456	4.601691	4.374041	
EIF2C2	-0.139473313	39.361901	35.733801	
EIF2C1	0.005468104	15.079301	15.136601	
EIF2B5	0.103999532	28.675401	30.819601	
EIF2B4	0.123322004	19.332201	21.058301	
EIF2B3	0.066347326	23.127401	24.216301	
EIF2B2	0.240876124	21.098901	24.934601	
EIF2B1	0.118101336	19.907801	21.606901	
EIF2AK4	0.109878235	7.449581	8.039911	
EIF2AK3	-0.100013012	22.790901	21.263801	
EIF2AK2	-0.119074856	14.809101	13.635101	
EIF2AK1	0.037994898	29.290101	30.072001	
EIF2A	0.088157861	33.255101	35.351201	
EIF1B	0.038201403	60.561201	62.186501	
EIF1AX	0.169469689	52.667601	59.233601	
EIF1AD	0.095871732	21.881701	23.385901	
EIF1A	-0.182473826	41.851201	36.877701	
EIF1	0.1091891	249.272001	268.871001	
EID3	0.999929767	0.215964	0.441906	
EID2B	0.180515612	1.581431	1.793551	
EID2	0.25084622	2.065671	2.459851	
EID1	-0.08275402	34.856701	32.913001	
EI24	-0.019080018	44.265501	43.683801	
EHMT2	0.074463948	44.256801	46.601601	
EHMT1	0.140749373	11.702801	12.903101	
EHHADH	0.364846351	0.797032	1.029251	
EHF	0.282062751	0.00943439	0.0136309	
EHD4	-0.17373709	104.562001	92.697601	
EHD3	-0.201645809	0.0968613	0.0829221	
EHD2	0.215427688	1.074521	1.249181	
EHD1	0.047512196	137.918001	142.536001	
EHBP1L1	0.164509744	60.039601	67.292701	
EHBP1	0.205507674	1.249961	1.442851	
EGR4	0	1.00E-06	1.00E-06	
EGR3	0.991046691	0.28345	0.573269	
EGR2	-0.666980854	1.289901	0.808708	
EGR1	0.151307462	1.006681	1.119101	
EGLN3	-0.747919004	0.151079	0.0859164	
EGLN2	0.075378506	29.208401	30.775601	
EGLN1	-0.08853142	11.824601	11.120201	
EGFR	-0.011110818	6.770631	6.718611	
EGFLAM	1.067143374	1.00E-06	0.0109549	
EGFL8	0.570991462	0.70279	1.048881	
EGFL7	-0.132714438	0.332761	0.302637	
EGFL6	-0.68893418	0.171312	0.10247	
EGFEM1	0	1.00E-06	1.00E-06	
EGFBP2	0	1.00E-06	1.00E-06	
EGF	-0.000450576	0.153322	0.153271	
EFTUD2	-0.044926037	20.801801	20.163701	
EFTUD1	0.098838265	9.081991	9.726711	
EFS	0	1.00E-06	1.00E-06	
EFR3B	-0.382988624	5.130281	3.931811	
EFR3A	-0.015921707	26.576701	26.284901	
EFNB3	1.479764138	0.0121777	0.0518543	
EFNB2	0.582236238	4.070511	6.099211	
EFNB1	0.211802893	6.406181	7.420801	
EFNA5	0.004898865	0.0422431	0.0424208	
EFNA4	1.416338814	1.00E-06	0.0166934	
EFNA3	0	1.00E-06	1.00E-06	
EFNA2	0.442133778	7.469471	10.151701	
EFNA1	0.322553151	0.337064	0.424018	
EFHD2	0.082152648	211.061001	223.429001	
EFHD1	0.710135878	0.0442836	0.0788057	
EFHC2	0	1.00E-06	1.00E-06	
EFHC1	0.551123097	0.524665	0.773405	
EFHB	-1.873554776	0.0266471	1.00E-06	
EFHA2	-0.0574973	1.157381	1.111771	
EFHA1	-0.0602717	36.816201	35.309401	
EFEMP2	-0.323115054	3.862511	3.085461	
EFEMP1	-1.664243002	0.0216979	1.00E-06	
EFCC1	0.693800624	0.0125393	0.0264582	
EFCAB9	0	1.00E-06	1.00E-06	
EFCAB7	-0.375418101	1.125441	0.865291	
EFCAB6	1.737736284	0.0139733	0.0699537	
EFCAB5	0.567889548	0.00715016	0.0154226	
EFCAB4B	-0.178348908	0.936948	0.826831	
EFCAB4A	-0.241986687	10.244701	8.661171	
EFCAB3	0.870294793	0.0245986	0.0532475	
EFCAB2	-0.214971076	0.792772	0.681639	
EFCAB14	-0.074956542	12.210201	11.591501	
EFCAB12	-0.412117524	0.0659452	0.0470743	
EFCAB11	0.354263055	0.207154	0.267595	
EFCAB10	0	1.00E-06	1.00E-06	
EFCAB1	0	1.00E-06	1.00E-06	
EEPD1	-0.285960619	16.826601	13.799301	
EEFSEC	0.052088501	5.039681	5.225331	
EEF2K	0.081696879	8.948151	9.470071	
EEF2	0.045798959	1143.700001	1180.590001	
EEF1G	0.059305512	387.107001	403.352001	
EEF1E1	0.042609053	30.835901	31.760501	
EEF1D	0.144602931	73.901301	81.693501	
EEF1B2	0.066500545	275.971001	288.990001	
EEF1A2	-2.809742187	0.506706	0.0636931	
EEF1A1	0.056147884	4560.540001	4741.530001	
EED	0.067180088	22.580101	23.656901	
EEA1	-0.107508498	27.005601	25.065601	
EDNRB	-0.606909792	25.729201	16.890401	
EDNRA	0.200043953	0.0348467	0.0415169	
EDN3	-1.177741647	0.0126245	1.00E-06	
EDN2	0	1.00E-06	1.00E-06	
EDN1	-0.41077668	0.0680889	0.0487399	
EDIL3	0.291168651	30.873901	37.780501	
EDF1	0.124987884	124.224001	135.467001	
EDEM3	-0.059424221	22.099901	21.207701	
EDEM2	-0.087628855	23.671601	22.276001	
EDEM1	-0.039847566	120.905001	117.611001	
EDDM3B	0	1.00E-06	1.00E-06	
EDC4	0.067758686	11.078201	11.611401	
EDC3	-0.025837719	10.266101	10.083701	
EDARADD	-0.177055424	0.344851	0.303868	
EDAR	0	1.00E-06	1.00E-06	
EDA2R	0.685234245	0.0496732	0.0859523	
EDA	0.454108847	0.0611836	0.087517	
ECT2L	0.935215908	1.00E-06	0.00912368	
ECT2	-0.19803686	2.725841	2.374931	
ECSIT	0.150617089	24.640101	27.352701	
ECSCR	0.495471245	1.965591	2.775151	
ECM2	0.091279132	0.26951	0.287766	
ECM1	-0.328657852	51.017601	40.622101	
ECI3	0.089027505	0.990205	1.053871	
ECI2	0.173922213	60.409301	68.150301	
ECI1	0.169658778	34.013701	38.259601	
ECHS1	0.218804814	59.873101	69.680101	
ECHDC3	-0.099808991	1.233951	1.150801	
ECHDC2	0.770187183	0.205569	0.357651	
ECHDC1	0.136264285	4.487881	4.933421	
ECH1	-0.021931062	83.694001	82.431201	
ECEL1	0	1.00E-06	1.00E-06	
ECE2	0.181605267	26.293601	29.822101	
ECE1	-0.190983202	3.621701	3.171401	
ECD	-0.023533387	20.744301	20.408501	
EBPL	-0.109290064	3.055141	2.831521	
EBP	0.02786468	29.089501	29.657001	
EBNA1BP2	0.067618229	15.742801	16.498701	
EBI3	-0.339374701	10.224801	8.079421	
EBF4	0	1.00E-06	1.00E-06	
EBF3	-0.203095273	0.00826293	0.00586473	
EBF2	0.605995655	1.00E-06	0.00522181	
EBF1	-2.596619177	0.0504928	1.00E-06	
EBAG9	0.097385716	16.003901	17.122201	
EARS2	0.264022564	4.193071	5.037141	
EAR7	3.653936061	1.00E-06	0.115889	
EAR6	0.000118284	1.00E-06	1.82E-06	
EAR5	-0.407691719	0.0690384	0.0495814	
EAR4	0	1.00E-06	1.00E-06	
EAR3	0	1.00E-06	1.00E-06	
EAR2	0	1.00E-06	1.00E-06	
EAR11	0	1.00E-06	1.00E-06	
EAR1	-1.326519545	0.15074	0.0540917	
EAPP	0.0936579	23.279801	24.841901	
EAF2	0.290013616	0.475471	0.583562	
EAF1	-0.021698206	39.728701	39.135501	
E4F1	0.193375852	7.238171	8.277821	
E2F8	0.186837293	1.687891	1.922651	
E2F7	-0.595984946	0.309272	0.201228	
E2F6	0.095232818	11.400101	12.178701	
E2F5	-0.057203453	4.949791	4.756981	
E2F4	0.02806146	28.980201	29.549601	
E2F3	0.000512067	7.060401	7.062911	
E2F2	-0.162258955	1.600901	1.429541	
E2F1	-0.154111519	10.710101	9.624001	
DZIP3	0.162157084	2.528271	2.830221	
DZIP1L	0.260042534	0.00850208	0.0121565	
DZIP1	-0.057668219	0.0499068	0.0475594	
DZANK1	-0.367963419	0.0413174	0.0297646	
DYX1C1	0.865786663	0.0252249	0.0541915	
DYSF	-0.548128334	0.00966708	0.00345045	
DYRK4	0	1.00E-06	1.00E-06	
DYRK3	-0.873431402	0.800925	0.432641	
DYRK2	0.135518532	46.325801	50.889301	
DYRK1B	-0.070712649	5.766621	5.490311	
DYRK1A	0.044759358	14.327801	14.779601	
DYNLT3	0.046015191	88.232901	91.092801	
DYNLT1F	-2.556022164	0.295412	0.0419334	
DYNLT1B	-0.14688995	7.827851	7.069111	
DYNLT1A	0.144667449	4.288711	4.742121	
DYNLRB2	0	1.00E-06	1.00E-06	
DYNLRB1	0.157686089	138.427001	154.416001	
DYNLL2	0.072218219	39.117701	41.126201	
DYNLL1	0.176307454	57.843801	65.364101	
DYNC2LI1	-0.267165923	0.802826	0.665418	
DYNC2H1	0.149172848	1.211571	1.344641	
DYNC1LI2	-0.059912339	20.055101	19.238901	
DYNC1LI1	0.054493105	62.828101	65.247001	
DYNC1I2	-0.075409459	69.084601	65.565801	
DYNC1I1	0	1.00E-06	1.00E-06	
DYNC1H1	-0.113939392	31.057201	28.698001	
DYNAP	2.782255915	1.00E-06	0.0587996	
DYM	0.213417092	14.987701	17.378801	
DVL3	0.128542065	18.225101	19.924401	
DVL2	0.143395043	8.796211	9.716471	
DVL1	0.187015795	26.040801	29.646401	
DUT	0.21331206	6.217051	7.209311	
DUSP9	-0.074166586	3.296771	3.131071	
DUSP8	0.680094857	0.139303	0.22922	
DUSP7	-0.313117144	22.961901	18.480101	
DUSP6	-0.617318747	14.025501	9.139481	
DUSP5	0.726112858	0.483387	0.806149	
DUSP4	-0.046696118	25.654801	24.837401	
DUSP3	-0.12832301	52.579901	48.104201	
DUSP28	0.519031192	3.452761	4.952111	
DUSP27	0.143101913	0.0549099	0.0616785	
DUSP26	0	1.00E-06	1.00E-06	
DUSP23	0.045298435	10.467601	10.801801	
DUSP22	-0.067640227	31.274301	29.841401	
DUSP21	0	1.00E-06	1.00E-06	
DUSP2	0.422922594	1.696461	2.277751	
DUSP19	0.287822262	6.300211	7.693481	
DUSP18	-0.186334256	1.184661	1.039911	
DUSP16	0.016286439	2.985721	3.019731	
DUSP15	0	1.00E-06	1.00E-06	
DUSP14	0.271067725	0.572727	0.693177	
DUSP13	-0.042654848	0.309806	0.300489	
DUSP12	0.28428116	6.595271	8.033921	
DUSP11	0.089607089	28.267001	30.079001	
DUSP10	-0.094909308	2.276831	2.131231	
DUSP1	0.072406048	1.914661	2.013721	
DUS4L	-0.002682037	1.815211	1.811821	
DUS3L	0.149095734	18.408501	20.413801	
DUS2L	0.083977228	4.041151	4.283961	
DUS1L	0.118570362	19.554901	21.230801	
DUPD1	0	1.00E-06	1.00E-06	
DUOXA2	0	1.00E-06	1.00E-06	
DUOXA1	-0.307487406	0.613895	0.494137	
DUOX2	1.077231263	0.00768185	0.0273084	
DUOX1	0	1.00E-06	1.00E-06	
DTYMK	0.203301065	23.720301	27.311401	
DTX4	-0.05427643	75.274401	72.494701	
DTX3L	-0.19046344	14.131001	12.382101	
DTX3	-0.404036171	6.059091	4.576661	
DTX2	0.136003733	16.561401	18.199601	
DTX1	1.202104181	1.00E-06	0.0130098	
DTWD2	-0.093343802	2.911361	2.728331	
DTWD1	0.320030796	4.770091	5.957261	
DTNBP1	-0.311052208	33.824101	27.262101	
DTNB	0.138846907	1.396091	1.538141	
DTNA	1.23971439	0.0241607	0.0706711	
DTL	-0.351585699	1.386861	1.084751	
DTD2	0.246251752	3.748191	4.447671	
DTD1	-0.326683915	5.755551	4.587261	
DSTYK	0.045929342	8.528711	8.804921	
DSTN	-0.153911306	249.818001	224.538001	
DST	-0.509438192	1.958511	1.372871	
DSPP	0	1.00E-06	1.00E-06	
DSP	-0.242205672	0.0300011	0.023819	
DSN1	0.263297375	3.646201	4.378241	
DSG4	0	1.00E-06	1.00E-06	
DSG3	-0.976245771	0.00967536	1.00E-06	
DSG2	0.787494354	0.0405403	0.0772363	
DSG1C	0	1.00E-06	1.00E-06	
DSG1B	0	1.00E-06	1.00E-06	
DSG1A	0	1.00E-06	1.00E-06	
DSEL	0.124514156	0.985634	1.075381	
DSE	-0.117566928	22.990501	21.190501	
DSCR3	-0.017960528	36.459101	36.007901	
DSCC1	0.330994509	0.575551	0.726553	
DSCAML1	0.358741269	0.0471903	0.0633355	
DSCAM	-0.009830893	0.07037	0.0698242	
DSC3	0	1.00E-06	1.00E-06	
DSC2	0	1.00E-06	1.00E-06	
DSC1	0	1.00E-06	1.00E-06	
DRP2	-0.245563118	0.0428817	0.034605	
DROSHA	0.202344369	13.246601	15.242601	
DRG2	-0.078272688	25.504601	24.157201	
DRG1	0.079805273	59.530701	62.917101	
DRD1A	1.024426993	0.0123154	0.0353929	
DRAXIN	0.056024057	0.0132721	0.0141936	
DRAP1	0.10472949	92.628401	99.603401	
DRAM2	-0.042229036	69.523101	67.517301	
DRAM1	0.16577475	11.125901	12.481901	
DR1	0.044328181	31.086501	32.056801	
DQX1	0.411983307	0.588175	0.78588	
DPYSL5	0	1.00E-06	1.00E-06	
DPYSL3	-0.443442357	0.129788	0.092797	
DPYSL2	-0.275370672	4.659951	3.848491	
DPYS	1.043783096	0.228809	0.482335	
DPYD	0	1.00E-06	1.00E-06	
DPY30	0.180561839	31.809201	36.051501	
DPY19L4	-0.032842562	11.648301	11.385901	
DPY19L3	-0.335248416	0.610345	0.481715	
DPY19L2	0	1.00E-06	1.00E-06	
DPY19L1	0.061608441	10.918601	11.395401	
DPPA5A	0	1.00E-06	1.00E-06	
DPPA3	-0.618853948	1.884631	1.223761	
DPPA2	1.321229731	1.00E-06	0.0149904	
DPPA1	-1.641041048	0.0211922	1.00E-06	
DPP9	-0.013621189	22.997201	22.781001	
DPP8	-0.040115195	32.065601	31.186001	
DPP7	0.162481954	57.140801	63.953801	
DPP6	-0.872408734	0.008309	1.00E-06	
DPP4	-1.035283915	0.0724162	0.0302125	
DPP3	-0.01111838	47.443101	47.078801	
DPP10	0.446906691	0.0466265	0.0671884	
DPM3	0.05358406	49.984701	51.876501	
DPM2	-0.004554051	41.428601	41.298001	
DPM1	0.008294395	15.720701	15.811401	
DPH5	0.053529209	9.449121	9.806681	
DPH3	0.008509851	7.975111	8.022351	
DPH2	-0.074943445	5.264921	4.997901	
DPH1	0.145069993	16.764701	18.539201	
DPF3	1.492436165	0.0242321	0.0863167	
DPF2	-0.000284044	44.182801	44.174101	
DPF1	-1.180355171	0.0639876	0.0226465	
DPEP3	0.036839741	0.214287	0.220088	
DPEP2	-0.198398945	48.036901	41.863701	
DPEP1	-0.412006311	0.0672607	0.0480674	
DPCR1	-0.931005879	0.0284158	0.0101488	
DPCD	-0.079083549	7.159131	6.776721	
DPAGT1	-0.100902813	25.071901	23.377601	
DOXL2	-1.316123148	0.0149021	1.00E-06	
DOT1L	-0.002166303	43.710501	43.644901	
DOS	0.373263922	1.164411	1.511191	
DOPEY2	-0.169107153	12.378901	11.008601	
DOPEY1	-0.03256339	3.753711	3.669711	
DONSON	-0.371780005	3.682891	2.843971	
DOM3Z	0.32958267	10.960201	13.775701	
DOLPP1	0.307612745	12.581201	15.573601	
DOLK	0.151757721	10.868801	12.075501	
DOK7	-0.86292643	0.101052	0.0510604	
DOK6	-2.416090177	0.0433776	1.00E-06	
DOK5	0.21704012	0.0716082	0.084857	
DOK4	-0.145166557	1.218101	1.100541	
DOK3	0.249325854	81.407301	96.766801	
DOK2	-0.610518803	16.047901	10.507301	
DOK1	0.123601856	59.025401	64.306201	
DOHH	0.174344398	29.183901	32.933901	
DOCK9	0.118515383	0.623705	0.677961	
DOCK8	-0.049853108	36.815801	35.565001	
DOCK7	-0.116024239	17.377701	16.034101	
DOCK6	-0.425925131	1.032741	0.766176	
DOCK5	0.105447294	47.287901	50.874401	
DOCK4	-0.091604325	5.438181	5.103001	
DOCK3	-0.698702393	0.0854191	0.0487902	
DOCK2	-0.388943578	26.126701	19.950301	
DOCK11	-0.225150837	14.281901	12.216801	
DOCK10	0.143617931	37.056301	40.936101	
DOCK1	-0.149311	5.413671	4.880421	
DOC2G	0.817539177	1.393271	2.463121	
DOC2A	0.271263692	1.706341	2.061391	
DNTTIP2	0.068778726	22.618201	23.723101	
DNTTIP1	-0.00198518	19.988901	19.961401	
DNTT	0	1.00E-06	1.00E-06	
DNPH1	-0.031834656	10.235401	10.011801	
DNPEP	0.175008656	38.281501	43.220001	
DNMT3L	-0.88214355	0.0686559	0.0326756	
DNMT3B	0.122569039	0.856251	0.933063	
DNMT3A	0.112862311	77.105401	83.380401	
DNMT1	-0.111250774	18.239701	16.885301	
DNMBP	-0.121122625	3.086931	2.837541	
DNM3	0.625679966	0.00815018	0.0180046	
DNM2	-0.041886692	47.005301	45.659901	
DNM1L	0.113869777	43.992601	47.606401	
DNM1	-0.064361723	1.993591	1.906171	
DNLZ	0.055014383	6.794571	7.059061	
DNER	-0.636857276	0.888392	0.567767	
DND1	0.040749667	0.880911	0.906434	
DNASE2A	0.0594637	84.862701	88.434001	
DNASE1L3	0.554125052	0.0830219	0.126582	
DNASE1L2	-0.05082785	0.923133	0.89083	
DNASE1L1	-0.143054148	102.758001	93.056701	
DNASE1	-0.644284498	0.885905	0.563209	
DNALI1	0	1.00E-06	1.00E-06	
DNALC4	0.005755903	15.699201	15.762001	
DNALC1	0.107894429	0.397756	0.42942	
DNAJC9	0.06349612	9.297911	9.716721	
DNAJC8	0.025716267	64.933101	66.101101	
DNAJC7	0.016406218	66.966601	67.732601	
DNAJC6	-1.336658973	0.0152591	1.00E-06	
DNAJC5B	0	1.00E-06	1.00E-06	
DNAJC5	-0.044736062	42.370601	41.076601	
DNAJC4	0.048573246	14.189101	14.675301	
DNAJC30	-0.05400992	19.021301	18.322001	
DNAJC3	-0.120789361	40.244901	37.011801	
DNAJC28	-0.280574073	2.730971	2.246541	
DNAJC27	-0.10725461	1.987711	1.844581	
DNAJC25	-0.295911234	6.442141	5.245641	
DNAJC24	0.101519136	5.771411	6.192891	
DNAJC22	-1.133776534	0.0552107	0.0197179	
DNAJC21	0.218500817	11.370601	13.231601	
DNAJC2	0.063887453	21.969501	22.964701	
DNAJC19	0.173805817	36.450901	41.119001	
DNAJC18	-0.171240956	2.084771	1.850321	
DNAJC17	-0.110210821	6.313411	5.848341	
DNAJC16	0.051421085	11.531901	11.950701	
DNAJC15	0.124612447	67.858001	73.980701	
DNAJC14	0.034619957	20.890101	21.397701	
DNAJC13	-0.008870372	32.504301	32.305001	
DNAJC12	0.178629105	4.977941	5.635391	
DNAJC11	0.092101842	34.178901	36.432701	
DNAJC10	-0.214778401	25.247101	21.753501	
DNAJC1	0.041706215	12.035501	12.388801	
DNAJB9	-0.14690108	41.593501	37.565801	
DNAJB8	0	1.00E-06	1.00E-06	
DNAJB7	0.943424013	0.0397367	0.085648	
DNAJB6	-0.025272559	84.884601	83.410401	
DNAJB5	0.510582635	4.575571	6.522721	
DNAJB4	-0.359425775	6.739341	5.250941	
DNAJB3	0.226998578	0.406843	0.477872	
DNAJB2	0.316750248	7.734201	9.635571	
DNAJB14	-0.110770909	42.469101	39.329601	
DNAJB13	-0.131337292	0.515862	0.470104	
DNAJB12	0.043320791	27.762801	28.609401	
DNAJB11	0.041783521	66.001901	67.941701	
DNAJB1	-0.050420557	24.232101	23.399501	
DNAJA4	-0.336032655	0.394465	0.310424	
DNAJA3	0.148371167	50.998401	56.523501	
DNAJA2	0.050815618	70.377001	72.900401	
DNAJA1	0.062199715	44.830201	46.805701	
DNAIC2	-0.442490271	0.115666	0.082473	
DNAIC1	-0.64086843	0.0810712	0.0484064	
DNAHC9	0.226883298	1.00E-06	0.00170421	
DNAHC8	0.051249352	0.00957561	0.0102835	
DNAHC7B	0.289071688	1.00E-06	0.00221976	
DNAHC7A	0.349731481	0.00310311	0.0066976	
DNAHC6	-0.092296002	0.00281755	0.00202323	
DNAHC2	0.336884246	0.103658	0.133553	
DNAHC17	-0.064467924	0.158825	0.151447	
DNAHC11	-0.129074674	0.103166	0.093481	
DNAHC10	0.225279989	1.00E-06	0.00169121	
DNAHC1	0.645418146	1.00E-06	0.00564349	
DNAAF3	0.230810463	5.261191	6.175711	
DNAAF2	0.280761842	1.857981	2.259291	
DNAAF1	0	1.00E-06	1.00E-06	
DNA2	0.17427265	3.672921	4.145791	
DMXL2	-0.268335922	4.100101	3.402521	
DMXL1	-0.076316016	33.764901	32.024701	
DMWD	-0.50966953	3.650581	2.561131	
DMTF1	0.046368866	12.184401	12.582701	
DMRTA2	0.163737149	0.042727	0.049064	
DMRTA1	1.763823885	1.00E-06	0.0239631	
DMRT2	0.327620786	0.0159	0.022503	
DMPK	-0.521955362	5.875641	4.088921	
DMP1	0	1.00E-06	1.00E-06	
DMKN	-0.010119233	0.375288	0.372595	
DMD	-0.364601479	0.00537239	0.00193948	
DMC1	-0.29728708	0.0194052	0.0139294	
DMBX1	1.641961165	1.00E-06	0.0212121	
DMBT1	0.866308785	1.00E-06	0.00823175	
DMAP1	0.114470149	9.933401	10.754501	
DLX6	0	1.00E-06	1.00E-06	
DLX5	1.693407371	1.00E-06	0.0223452	
DLX4	0	1.00E-06	1.00E-06	
DLX3	0	1.00E-06	1.00E-06	
DLX2	0	1.00E-06	1.00E-06	
DLX1	0	1.00E-06	1.00E-06	
DLST	0.202451306	159.935001	184.031001	
DLL4	-0.324505244	0.104722	0.0816138	
DLL3	2.288618848	1.00E-06	0.0388637	
DLL1	0.278734195	0.0103899	0.0147356	
DLK2	-1.634850146	0.0785654	0.0185184	
DLK1	0	1.00E-06	1.00E-06	
DLGAP5	-0.129344455	2.578241	2.356291	
DLGAP4	-0.057567699	30.567301	29.371201	
DLGAP3	0.969622841	0.19988	0.401014	
DLGAP2	-0.191734626	0.00747932	0.00530406	
DLGAP1	-1.545542457	0.0191943	1.00E-06	
