!Series_platform_id	GPL6885			
GENE	rna	Control~osteoclast~progenitors~1	Control~mature-osteoclast~progenitors~1	@OC_up
OLFR1359	-0.015702461	4.655709139	4.605202375	
1810026J23RIK	0.065890003	9.447531111	9.889486004	
4930570C03RIK	-0.129296792	12.85918788	11.75600229	
SUOX	0.001035101	5.631715039	5.635764294	
EG381818	0.022998819	4.622392254	4.696831609	
AP3M2	0.084331718	7.922752109	8.400276225	
OLFR1167	0.047535562	4.668030519	4.824735069	
NDFIP1	0.106631469	12.35238858	13.30072347	
CPS1	-0.016954439	4.643810116	4.589439013	
BRD9	-0.020037737	9.055429715	8.930389408	
SERPING1	0.058426856	4.606791957	4.797602373	
BC031181	0.077138733	11.23534593	11.85298257	
EFCAB4A	-0.083634879	8.299084415	7.831092259	
OTTMUSG00000000934	0.010937575	4.746378601	4.782575406	
2610039C10RIK	-0.250174525	11.96735589	10.06049731	
KB17P	0.021413035	4.611885607	4.680997031	
DEFB37	-0.006747167	4.559479062	4.538158511	
STX19	0.069782672	5.489266014	5.76180175	
SSRP1	-0.120621124	10.6415961	9.78724827	
CRYM	-0.023642443	4.76256128	4.684987378	
LONP2	0.102407516	9.88517169	10.61309507	
OLFR517	-6.44E-05	4.598593615	4.598387766	
E330017A01RIK	0.028816654	4.869466938	4.967910189	
OLFR1229	-0.05639089	4.718276857	4.537027163	
OLFR1166	0.055239364	4.827935678	5.016767465	
BC062115	-0.091678226	5.382897746	5.050859608	
DNALC1	-0.031800191	4.709422974	4.60653456	
BC032265	-0.030079601	4.922102119	4.820334403	
AA407270	0.040746388	4.605811804	4.738035729	
4732475C15RIK	0.029886919	7.071991133	7.220232079	
TMEM160	0.039686654	11.55210793	11.87458148	
AU021034	-0.057818085	4.7882717	4.599776378	
PLEKHA5	-0.008399319	4.874452071	4.846097585	
NDUFB6	0.241605509	8.357931743	9.883469843	
TMEM16G	0.047199427	4.840109402	5.001410495	
LRRC6	0.085369725	4.693863968	4.980609645	
GM767	0.011444194	4.631096967	4.668058926	
F13A1	-1.058744664	10.62801074	5.096772639	
ZNHIT3	-0.0744983	9.727900623	9.237814618	
TRPC6	-0.061827802	4.940168624	4.732506885	
ZNHIT4	0.055064461	8.068318292	8.38260948	
COTL1	-0.164371205	13.71555543	12.23755123	
TREM3	-0.876530357	9.934015633	5.406264551	
OLFR485	0.015896503	4.794670167	4.847903724	
4930579J09RIK	-0.002359539	4.829911164	4.822001922	
D11LGP2E	-0.621365494	8.014045982	5.206074152	
0610040J01RIK	0.105802235	4.980134206	5.35984651	
SH2D1B2	-0.009943067	4.707686932	4.675284381	
BC025446	-0.007171174	4.709765111	4.686362882	
PSMD1	-0.040170554	8.462165265	8.229519336	
ABPB	-0.036366227	4.734080259	4.615990139	
CABP2	-0.017579657	4.635099935	4.578841504	
D13ERTD608E	0.020260602	4.545252505	4.609675864	
MC3R	0.177623143	4.681769665	5.296480553	
RPS7	0.005730923	14.54607982	14.60401699	
GM1698	-0.041733833	4.734437319	4.599157808	
LOC624855	0.09318327	5.446289983	5.810340643	
NKD1	0.085650648	5.159623509	5.475829805	
IL3RA	0.066889605	7.200975914	7.543179788	
TTC21A	-0.125435907	5.280023667	4.839507604	
TUBA1A	-0.184616836	12.20835202	10.74071696	
APOM	-0.708348634	7.887788247	4.823606581	
ZKSCAN17	0.150878455	6.567093604	7.292187217	
PTF1A	0.032954058	4.700866391	4.809710435	
GT4-1	-0.149143262	5.300484517	4.778919662	
EFCAB1	-0.013837202	4.688949206	4.644096002	
GSTP2	0.047288021	4.691277984	4.847927669	
FCGRT	0.007425129	9.2844263	9.332385302	
ATP5O	0.261357852	9.860090132	11.82035213	
EG434760	0.197414154	4.776032665	5.477862738	
CLGN	-0.035304005	4.675660314	4.562389691	
PSMC2	-0.074462817	13.67381532	12.98546018	
PLXNA1	0.119783713	4.919934776	5.346728857	
SKAP1	0.050863025	4.887237891	5.062972375	
NLRP6	-0.011031407	4.846025503	4.809036044	
CYPT6	-0.02701031	4.677223704	4.590285313	
BC025920	0.182576489	4.546012442	5.160659043	
ADCK5	0.043537393	7.753352449	7.991204387	
TAAR7F	0.023809499	4.583716565	4.660157946	
TRPV1	0.027354285	4.882259523	4.975904407	
AARSD1	-0.05018911	9.032876932	8.723698451	
EDEM2	0.049034909	6.771767602	7.006231044	
ABCB1B	-0.350173488	10.00678786	7.848067459	
BC024139	-0.023115261	4.683614266	4.609011126	
EG623734	-0.03173321	4.684442246	4.582311642	
UGT3A1	0.025312705	4.615318555	4.697187874	
BEST3	0.062034983	4.606593568	4.809433952	
PTMS	0.242585704	7.087209884	8.386788653	
SLN	-0.042117743	4.782334035	4.64445009	
MCC	-0.019551992	4.646923376	4.584236589	
1-Mar	-0.449843436	6.467047605	4.731990958	
SERPINB9D	-0.00526122	4.796695743	4.779198609	
OLFR623	0.019822887	4.651036094	4.715521568	
SCD2	0.499199361	5.408009492	7.64797145	
SERPINB9C	0.132088768	4.592854189	5.034172134	
CTRB1	0.026491305	5.1258213	5.220998334	
TMEM54	0.107214646	4.763181077	5.13141588	
PABPC4L	0.022609813	4.74046842	4.815503859	
1110008F13RIK	0.057304546	11.29492411	11.75299842	
EG545047	-0.012454155	4.633780315	4.593865125	
ASB10	0.026103115	4.887667319	4.977088813	
OLFR538	0.183806625	5.721788555	6.500606813	
LRMP	-0.031336697	9.259290974	9.06012411	
CDS1	-0.069459329	9.089222856	8.661514612	
TMEM102	0.034048996	4.765355059	4.879398522	
ASCL2	0.027202028	4.844836503	4.937242912	
OLFR301	-0.013260039	4.66499331	4.622221568	
AKAP8	-0.06274876	7.709993584	7.381416593	
DTNB	-0.208350242	6.14735472	5.319353167	
ZFP72	-0.01020946	4.71095804	4.677667364	
OLFR193	-0.026155003	4.753049906	4.667477332	
HEG1	0.019996909	4.932411039	5.001393788	
OLFR426	0.001005558	4.602739164	4.605955363	
OLFR1404	0.02505545	5.056700902	5.145463421	
EPM2A	0.051808971	4.679236545	4.850693036	
TBR1	0.018357223	4.565827399	4.624423408	
MAP2K4	0.001292325	10.03984839	10.04885479	
RFESD	0.082488897	4.87917651	5.166871068	
CLIP1	0.217593044	7.890831662	9.177023807	
PIRA4	0.033615845	10.17009713	10.4100859	
OLFR1466	0.011518742	4.571106086	4.607828883	
KLHL10	0.02173016	4.986801358	5.062633843	
RSF1	-0.074527836	6.084846442	5.777988425	
GZMK	0.070442997	4.820907823	5.062641917	
TYMS-PS	-0.339914366	10.84893764	8.56951858	
SERPINA6	0.039964663	4.546190645	4.674167865	
GM904	0.029021608	4.595799408	4.689388981	
B020004J07RIK	0.005904793	4.590122382	4.608988763	
CAPZA1	0.060062314	9.456624975	9.85905867	
C230097I24RIK	-0.037580194	4.741554283	4.619381049	
V1RA3	0.010585587	4.753408515	4.788487944	
MGC107098	0.020028312	4.554855504	4.618669345	
SLC17A6	-0.067342705	4.91578228	4.691138411	
OLFR913	0.005016513	4.71351263	4.729965731	
RGAG4	0.097451988	4.813335813	5.150401244	
SLC16A9	0.29030519	5.236764163	6.406262355	
CLEC3A	-0.037962785	4.946419679	4.817698455	
LDLRAD2	-0.043300757	5.447152761	5.285796453	
RWDD3	0.211476466	5.61682913	6.505151019	
KCNK9	0.026785431	5.326492083	5.426496184	
PLCB2	0.410999143	7.593851726	10.1001293	
RNF32	0.033693552	4.479189633	4.585266692	
PPP1R13L	0.152114948	5.793807411	6.439174896	
KIF23	-0.516044185	10.32727399	7.21871743	
XPO6	-0.017293405	8.551061312	8.449053537	
PPM1K	0.213452887	8.071904459	9.360643889	
PRDM6	-0.095029442	4.902941446	4.589756859	
RRAGB	-0.428879898	6.373755862	4.732098338	
TMEM141	0.142445746	9.570534751	10.56475204	
KCNT1	0.077175587	4.677149808	4.934711993	
2310047H23RIK	-0.055864929	12.55820724	12.08083554	
CASP6	0.213014307	9.132741907	10.58742022	
LOC634428	0.104631604	4.856074354	5.222099469	
EIF3S5	0.011491207	14.13319611	14.24629788	
RPLP2	-0.001628058	4.707006112	4.70168605	
OGDHL	0.000288457	4.689424787	4.6903645	
PDXK	0.205467287	5.848019332	6.744646369	
ITGB1BP1	-0.045946965	10.71442468	10.37825469	
ZBTB3	0.075322872	5.885066278	6.20102298	
OLFR266	0.034322319	4.500855169	4.609457023	
OLFR1329	-0.011088782	4.935983275	4.898113389	
OLFR1129	-0.006449771	4.602531619	4.581956674	
H2-Q7	0.060246179	9.138946735	9.529091314	
GYS2	0.027892317	4.542604161	4.6314782	
KLHL17	0.094082419	9.412438708	10.04738213	
SRL	-0.018766189	4.753067759	4.691512272	
GM889	0.022681295	5.182215743	5.264490078	
PDZK1	0.027509998	4.640837602	4.730372933	
DLX1AS	0.052528014	4.775136407	4.952572107	
OAS1A	-0.349196221	5.987604542	4.698247558	
KLKB1	0.025571532	4.624464077	4.707341515	
GM1943	0.074033385	6.460953585	6.801684971	
SFT2D2	0.372875635	6.717623163	8.701810255	
IL20	0.008773218	4.647512776	4.675922014	
SEMA3G	-0.041069819	4.648570365	4.517822697	
ABCD3	0.129402044	9.576023127	10.47557785	
ALDH3A2	-0.052253462	10.96516514	10.57476461	
SLC2A13	0.014852044	4.550242186	4.597430772	
PLCH2	-0.017890308	4.729796518	4.67138305	
NOL11	-0.09857539	8.784238279	8.203420908	
1700123L14RIK	-0.010470557	4.693031558	4.659022226	
OLFR458	-0.001735137	4.627190743	4.62161692	
OLFR1089	-0.044067404	4.661959959	4.521411491	
ZIM1	0.036422805	4.491711401	4.606810047	
BC006662	0.238423702	7.748287028	9.142474525	
VGF	0.0240326	4.801612601	4.882436381	
BB014433	0.077521286	4.64893368	4.906123232	
SLC16A8	-0.044792788	4.88043918	4.730933782	
PRR11	-0.463380645	6.60665272	4.788957099	
OLFR1510	0.018903932	4.67983914	4.741695448	
V1RI2	0.083183249	4.831685689	5.119053697	
OLFR1474	-0.01785896	4.678630682	4.620948407	
GPATCH1	-0.079252404	6.152319858	5.822931633	
OLFR1517	-0.003478741	4.641015793	4.629814405	
EG545370	0.031570894	4.502172146	4.60200157	
TAAR7B	0.022819619	4.6916845	4.766643979	
DIRAS2	0.298626854	4.684042172	5.763545961	
NR1I3	-0.045157384	4.673547945	4.529220117	
OLFR704	-0.032752845	4.646080954	4.541566935	
FLRT2	-0.148370853	7.998809696	7.216098828	
MSX3	-0.058247888	4.780621323	4.591055602	
DYDC2	0.019513413	4.671089079	4.734834058	
TRIM25	-0.147926081	6.524546322	5.887734983	
OLFR190	0.02212243	4.66454042	4.736772684	
IL13	0.159792238	5.964248464	6.663989782	
OTTMUSG00000008911	0.015200158	4.555705554	4.604063887	
PPARA	-0.020240788	4.612987977	4.548581037	
OLFR353	-0.051829429	4.723199818	4.556175782	
MCAT	0.303818052	6.262361133	7.732645973	
1700067K01RIK	-0.083192398	5.097055318	4.810889252	
RAB8A	0.003576396	11.17900138	11.20677297	
SNX22	0.038918713	4.794742961	4.926121708	
RHOX3	-0.010930144	4.798736229	4.762441949	
ALOX5	-0.332705915	6.440266689	5.111807019	
OLFR855	-0.001017221	4.644624255	4.641343511	
FRMPD4	-0.089668534	5.142346844	4.831859383	
TIE1	0.022453021	4.901132911	4.978163965	
REV1	-0.108818137	7.300340527	6.769225561	
CYP3A25	-0.005438374	4.61392403	4.596526527	
NUAK1	0.06305547	5.045499626	5.271358766	
ATP6V1G1	0.20931201	10.72603121	12.40231986	
HORMAD2	0.010603391	4.642133372	4.676451163	
CCHCR1	-0.612428298	7.121414782	4.654621494	
CD37	0.167376882	8.990311707	10.09748284	
PRPF38B	-0.005446545	8.770228081	8.737142952	
CCDC68	-0.028980387	4.683666907	4.590322731	
A230054D04RIK	-0.09995966	5.797286791	5.408541677	
CLEC9A	-0.012887825	4.672283888	4.630642571	
OLFR381	0.024665545	4.699264585	4.780470393	
PBK	-0.556304375	12.00112804	8.158070788	
SACM1L	0.037990068	11.43120731	11.73648707	
DMRTC1B	-0.014403099	4.601830768	4.556017774	
2610207I05RIK	-0.149391895	10.3101865	9.294994147	
DPM2	-0.041506699	10.67338349	10.37039923	
UGT1A10	-0.137766437	11.13225767	10.11747938	
MAGEA4	-0.023310171	4.718040598	4.642261697	
9130211I03RIK	-0.24838398	5.670045231	4.771682826	
OLFR917	0.027688206	4.591778572	4.680948855	
BC061237	0.030996181	5.060607362	5.170727659	
LRFN3	0.137313663	4.949347026	5.444563853	
OLFR267	0.05299615	5.337163792	5.537239518	
TCF21	0.050664972	4.713281942	4.882102485	
ACD	-0.042312346	11.63581363	11.29921734	
VPS8	-0.016947611	4.731235697	4.675865367	
ASCC2	0.01963703	7.871058725	7.97906397	
ZFML	0.022904313	8.490466053	8.626496919	
LOC434864	-0.016689102	4.79722993	4.741940287	
NOL3	-0.009960322	4.759344544	4.726530542	
IGF2R	0.151152206	10.04246717	11.1528223	
GM9	-0.02024629	4.589068101	4.524977114	
ABCA13	-0.031985596	4.802767822	4.697239411	
V1RA1	0.012194829	4.62044535	4.659751522	
IL4	-0.033171856	4.758104831	4.649722689	
LRRC59	-0.170040645	8.904268328	7.913158941	
OTTMUSG00000010328	-0.015963554	4.606280034	4.55548203	
LMX1B	0.019733689	4.694705164	4.759499904	
LOC631784	-0.035926841	4.661421682	4.546527707	
OTTMUSG00000000990	-0.002716016	4.82769785	4.818598973	
4432416J03RIK	0.00436824	4.708124575	4.722431919	
5730593N15RIK	0.194738272	4.675174772	5.35225987	
P2RX1	-0.025617287	4.87749605	4.791476941	
CCDC56	0.045423233	12.09330308	12.48043789	
RING1	0.062456498	9.091738719	9.494420526	
MPP4	-0.00359055	4.624377822	4.612858217	
RASL11A	-0.014403812	4.867391467	4.818938058	
FEZF2	-0.014305395	4.643753648	4.597836246	
MYOC	-0.015706502	4.761201653	4.709539705	
ZFP472	-0.224610944	8.546267106	7.312674035	
GNA-RS1	0.048632894	8.292486343	8.577131819	
OTTMUSG00000015762	0.111114897	4.589222725	4.95744833	
PLEKHB1	0.020802532	4.86219809	4.93296031	
OAT	0.013607128	12.47136648	12.58964442	
RAB11FIP2	0.231407978	4.940642864	5.801956302	
SPIB	0.154636287	4.973401183	5.537227939	
ACTR3B	0.079959966	5.34462195	5.649774945	
TCAP	0.015326136	4.65482878	4.704648663	
PPS	0.154058049	7.771179996	8.648079225	
AMY2-2	-0.057749053	4.793406814	4.60493058	
TAAR7E	-0.003072264	4.688211024	4.678216682	
LOC654467	-0.057839391	10.47422608	10.06221496	
UPF1	-0.09643024	9.171964238	8.578299917	
MYCBP	0.007141712	9.73470708	9.783065486	
SLC39A12	-0.091591797	4.982518437	4.675412145	
MIB1	0.016097106	7.819322456	7.907168567	
1200013B08RIK	-0.532668528	11.32864298	7.828119424	
PSMD14	-0.070211399	10.61123953	10.10671384	
4930449I24RIK	0.021737745	4.560768859	4.630160184	
TTLL11	0.221560593	4.751540272	5.541928268	
HIST2H3B	-0.065737515	12.49405347	11.93708238	
GM603	0.073303438	4.599059041	4.839297238	
WDR47	0.079865479	5.71546834	6.041359054	
RAN	-0.196831852	9.992034885	8.716419234	
SPIN2	-0.035247974	4.678496222	4.565334735	
PRPF19	-0.014973713	10.48434774	10.37599034	
BC055324	-0.369969307	7.493720435	5.796371063	
OLFR591	0.06689783	4.891799357	5.124448285	
2300006N05RIK	-0.029323581	4.682002427	4.587597529	
ABCC6	0.112928117	4.897183586	5.29673079	
ANXA4	0.218074625	9.403649875	10.93977121	
CD8A	0.00072248	4.620783798	4.623103405	
AF366264	-0.020133654	4.93519232	4.866658593	
BMP10	-0.010840365	4.951851982	4.914708505	
FKHL18	0.017495001	4.819256138	4.878175169	
1700027N10RIK	-0.144153732	6.374775444	5.767647349	
OLFR1303	0.045099213	4.642493123	4.790228992	
DENND4C	-0.162807335	5.020762555	4.483905426	
6330548G22RIK	0.171885454	7.669415979	8.641090808	
SCN2B	0.106086352	4.805653555	5.173109807	
VAX2	-0.027888838	4.65881499	4.569428555	
PRLHR	-0.000402195	4.605316202	4.604029722	
RER1	-0.040595456	9.125816199	8.872329989	
ST3GAL4	-0.518534036	7.762369384	5.415741937	
SERINC1	-0.10659029	12.47415256	11.58503844	
CEP63	0.248429356	5.459814874	6.487664986	
UBE4B	0.036561514	10.42709435	10.69497658	
OLFR905	-0.021681131	4.687368164	4.617302902	
VMO1	-0.005824943	4.594411433	4.575858404	
RPL24	0.020904787	13.61383258	13.81268038	
BCL2A1C	0.287927491	6.584257905	8.040831554	
UPRT	-0.09186266	5.557956269	5.214471923	
SIPA1L3	0.011510183	4.653917545	4.69127628	
BC051142	-0.003900609	4.768267994	4.755366459	
PYCARD	-0.429393021	7.82457353	5.807751701	
KIF24	-0.194032333	5.682962584	4.966554645	
PRP2	-0.00038818	4.6748973	4.673636925	
OLFR1186	0.036016849	4.619902262	4.736942542	
SKAP2	0.043095916	12.41295003	12.78964433	
OLFR992	-0.105121707	4.884059701	4.54013703	
1700061G19RIK	0.005675263	4.707848953	4.726444543	
LOC435366	-0.041298485	4.683455669	4.551005936	
FAT2	-0.007990744	4.697484903	4.671483342	
EG623131	0.002634502	4.680047935	4.688620244	
TRAK1	0.148299589	8.428719171	9.342315707	
PKMYT1	-0.219114549	6.239607896	5.358991527	
OLFR115	0.017365193	4.699559466	4.756589247	
ZFP711	-0.025328304	4.576161539	4.496348434	
A030010K20RIK	0.091504075	4.686009287	4.993505924	
3321401G04RIK	0.192059644	4.660012161	5.324991421	
HIST1H4M	0.52758136	6.369462615	9.186062438	
IRAK2	0.139570573	9.55081981	10.52198089	
OLFR918	-0.035376517	4.640136846	4.527496895	
KRR1	-0.07651381	5.082509964	4.819464026	
ETV5	-0.661014129	9.002493747	5.689803661	
1110002N22RIK	0.137610891	8.57618238	9.435503537	
ANKRD33	0.020519447	4.741999317	4.810069925	
OXGR1	-0.000771375	4.648947146	4.646456783	
TAS2R116	-0.037834774	4.698608509	4.576730055	
OLFR149	-0.021007834	4.662506454	4.594960633	
CASZ1	-0.006459033	4.858918077	4.837168361	
NEFM	0.009663078	4.812988861	4.845401355	
SEL1L2	0.078378985	5.199318466	5.490160132	
SMAD3	-0.127717263	6.789501551	6.213437751	
DEFCR26	0.07251713	4.61707748	4.855602243	
C330005M16RIK	0.046514448	4.824194793	4.982595608	
OTTMUSG00000010537	0.017244444	4.822261015	4.88036731	
1500012F01RIK	0.105549808	9.92620004	10.68040072	
CASP3	0.029780521	5.906574663	6.029975535	
VGLL1	-0.013637756	4.588086391	4.544825604	
BICC1	-0.010426899	4.744646738	4.710407	
BC056474	0.034588278	10.61599123	10.8738253	
FIS1	0.035696782	10.73840626	11.00767292	
ZFP59	-0.024105299	4.611749309	4.535168276	
ZFP608	-0.709739466	8.339774111	5.095306944	
BC002216	-0.049113979	5.534965639	5.349374163	
LOC433886	0.087757223	4.621223513	4.911679148	
PHTF1	0.075728537	7.08876284	7.471337179	
1700016D06RIK	0.014097284	4.963962531	5.012803805	
SELENBP2	0.248734364	5.306864937	6.307309183	
FZD2	-0.003390535	4.6457647	4.63483585	
OLFR1203	0.039010895	4.658882187	4.786852503	
3-Mar	-0.011102869	4.690905595	4.654866646	
RPS13	0.027354938	13.47512808	13.73325905	
TIMD2	-0.023654095	4.771542856	4.693784975	
BC117090	0.028033147	4.587799093	4.678013011	
GM854	0.012437881	4.635314425	4.675536123	
TRIM6	-0.054155891	4.922309316	4.740592261	
TLK2	0.050429482	9.508320934	9.846917707	
GIT1	0.417017959	6.529975935	8.721946468	
OLFR283	0.046044293	4.527702941	4.674861701	
GBF1	-0.029521201	9.438947799	9.247563136	
ST6GALNAC2	-0.000138363	4.712246596	4.711793726	
OLFR1219	0.032661229	4.861686837	4.973235053	
GARNL4	-0.252514502	5.611106739	4.708537304	
SMCR7L	0.108554624	7.651048661	8.249740799	
9530015I07RIK	-0.009903068	4.657157671	4.625230681	
PAPOLG	0.088856189	7.010204017	7.456174079	
SHROOM2	-0.019717983	4.823380188	4.757769525	
2810006K23RIK	-0.042159881	4.749179856	4.61211481	
PEX10	0.040077031	4.836461967	4.972980612	
KRT78	0.01409395	5.225843138	5.277243704	
MRGPRX1	0.008491832	4.733207583	4.761208854	
LOC554292	-0.039405361	4.773826533	4.644930785	
MRGPRA8	-0.01454357	4.703875958	4.65659487	
DDOST	-0.063820707	10.57891842	10.12070467	
UPK3B	0.035112394	4.938848042	5.060771053	
NENF	0.213860388	9.59990508	11.13544696	
CLDN6	-0.036597225	4.861651002	4.739624828	
OLFR209	0.00338641	4.636575976	4.647495605	
GM414	-0.001345976	4.614807082	4.610494336	
AK122209	-0.216865206	7.689800824	6.615162866	
PSEN2	0.042916034	8.966903778	9.237952353	
AI314976	0.008446321	7.518908048	7.563115648	
LRP5	-0.251637098	6.132194785	5.149091973	
RAP1GAP	0.076483538	4.855126796	5.12000753	
2310047C04RIK	0.0528646	5.346761958	5.546690118	
STC1	-0.02782705	4.655427553	4.566301963	
SH3RF2	0.007240961	4.710006587	4.733756095	
YEATS2	-0.107624577	7.816052049	7.253476001	
C630002B14RIK	0.060282188	6.430663309	6.705484383	
MTPN	-0.141873904	11.74411004	10.64323364	
OTTMUSG00000003802	0.094954829	4.960847484	5.299024016	
SLC15A1	-0.052214242	4.84767547	4.675009157	
ARL5C	-0.237685474	5.639606858	4.781458932	
DEFCR21	-0.001431637	4.961290287	4.956359549	
1110067I12RIK	0.045977053	4.688523535	4.840671662	
BEST2	-0.097564874	5.052347847	4.721316812	
OLFR815	0.009064043	4.689444847	4.719063066	
NGFRAP1	-0.169754369	10.92205899	9.708535146	
TRAPPC1	0.063466187	11.91642606	12.45279772	
VRK2	-0.201606968	8.331694307	7.243782437	
LOC654472	-0.003194963	4.824045227	4.813351694	
OCIAD2	0.203661328	7.10568596	8.18454683	
FBXL21	0.028734371	4.809025452	4.905968912	
B3GALNT2	-0.225219593	6.037238057	5.163199325	
ZBTB45	-0.028804385	7.663254517	7.511572045	
CXX1C	-0.107048201	5.106216705	4.740334717	
LOC547343	0.064041164	9.061041635	9.472775555	
OLFR624	0.009946374	4.574671136	4.606388448	
OLFR1434	-0.002345303	4.611508125	4.604001318	
SFRS4	0.012806824	10.03575505	10.12532834	
C80008	0.039622773	4.552068977	4.679099957	
OLFR1116	-0.004273326	4.614689396	4.601011131	
CCDC124	0.134067462	7.289808123	8.00068717	
5830404H04RIK	-0.063694068	7.87734664	7.536700294	
1810009K13RIK	0.063574004	9.609804922	10.04319132	
HSPB8	-0.01356418	4.640440416	4.596922001	
AKAP7	0.29764568	8.191753455	10.0710783	
BGLAP2	0.026383567	4.668149421	4.75448906	
RFWD3	-0.148299632	9.356315203	8.441350851	
4933439C20RIK	0.027739282	10.54689484	10.75184051	
ISLR2	0.062502725	4.854155764	5.069519931	
4930506M07RIK	0.301548855	8.608988773	10.61261803	
1700008F21RIK	-0.014809629	4.60796563	4.560803526	
KLRG1	0.030688717	4.773714127	4.876562331	
DDX27	-0.055295341	10.37248773	9.982079256	
LOC545056	-0.001122073	12.23611978	12.22659892	
CAMK1	-0.004276176	11.18649233	11.15335485	
LIPN	-0.053834887	9.503466103	9.155008232	
COL9A2	0.129992319	4.919617455	5.384420609	
PRDM4	-0.077788555	10.15486571	9.621301032	
RBM15	-0.087887237	7.052646394	6.635241495	
TM4SF5	0.190740119	5.828205878	6.65343097	
GLRX	-0.377721205	14.00915375	10.77987431	
CSTA	-0.00742065	4.647615699	4.623720281	
GM806	-0.057265838	5.302215979	5.095484817	
ACY1	0.329649309	8.385548032	10.54075117	
MYH7	-0.012138522	4.628731176	4.589865635	
PTPLB	-0.421743346	6.365049085	4.749114299	
ZFP26	-0.280125906	6.040747461	4.972906372	
OLFR1086	0.010076677	4.556579256	4.588586729	
HIST1H3A	-0.012505839	8.096200893	8.026236884	
CYB5D1	0.006110558	4.992737745	5.013971859	
GRPEL1	0.141888362	10.91545028	12.04457763	
BAK1	-0.067750812	7.029159632	6.706233512	
RAPGEF4	0.249389064	4.978306261	5.919617758	
LOC654432	-0.000979328	4.589412232	4.586291127	
JARID1B	0.24140772	5.690506441	6.728828529	
PCDHA11	0.149767151	4.796799732	5.322617494	
PANX1	-0.029502551	10.23587022	10.02847399	
EG432723	0.007701152	4.657396618	4.682377946	
HOXB7	-0.035444519	4.633109627	4.520426348	
TAF11	-0.076923204	8.332417828	7.899258059	
KCNU1	-0.006757986	4.715455689	4.6933721	
XLR5D	-0.005993529	4.792690763	4.772779864	
SLC36A2	-0.010507395	5.309878784	5.27127395	
OLFR585	0.030981428	4.594334107	4.694280065	
NPY	-0.586969049	11.74465877	7.815547577	
GJA6	0.201204412	5.39643914	6.205554541	
EG620592	0.032445728	4.72025755	4.827844723	
RPS2	0.000484335	14.59951535	14.60442081	
KLK1B22	-0.017186739	4.8899674	4.831940704	
2310014L17RIK	0.037543088	5.230996816	5.369172748	
TTC7	0.196680838	8.404559458	9.633578398	
ANKRD56	0.027359776	4.582900877	4.67083342	
BC002163	0.130451264	10.43984829	11.42878056	
2310033K02RIK	-0.001697616	4.706243231	4.700696901	
LOC545238	0.007588626	4.571157801	4.595318337	
TCSTV1	-0.025530243	4.753268719	4.66971833	
OLFR20	0.046019294	4.644436007	4.795297181	
OLFR216	0.003158861	4.621570936	4.631723129	
LOC791260	-0.014951352	4.692027217	4.64354945	
CBX7	0.531214458	5.306498754	7.673112678	
MAP3K6	-0.259923035	5.879499802	4.908512521	
BC080695	0.037427496	4.557723376	4.677773221	
PPP2R3C	0.187354051	8.907358591	10.14395935	
RBM35A	-0.012312051	4.658651539	4.618978498	
OLFR1348	-0.005515229	4.659717878	4.641900253	
PABPNL1	0.038025229	4.698392445	4.824141835	
AIFM3	0.105107835	5.03230503	5.413376133	
OLFR1454	-0.035269945	4.843684773	4.726464163	
DOCK6	-0.051300837	5.15613851	4.97566341	
AA388235	0.013109542	4.878897522	4.923524612	
RPS4X	-0.024908418	14.6504643	14.39952098	
SLC7A11	-0.396037701	7.051214912	5.356117801	
STK32B	-0.015121857	4.85151289	4.80082223	
5033413D22RIK	0.075742287	4.820781898	5.081176232	
RAB37	0.000926237	5.482288577	5.485815859	
WFDC12	-0.019582709	4.674340969	4.611186719	
SPRR2I	-0.043152447	4.71177264	4.572631018	
4930594M22RIK	0.015078913	4.569313842	4.6174274	
EG546896	0.048215561	4.809636849	4.973433258	
DNAJC8	-0.04756131	8.112031842	7.848638412	
GJB1	-0.053491958	5.112598152	4.926141543	
AMACR	-0.002755866	4.808873784	4.799677458	
XCL1	0.039783389	4.525358673	4.652164915	
HELZ	-0.030941189	7.747083015	7.582489732	
ADAL	0.038176501	5.28879507	5.430883106	
PRMT3	-0.02468694	11.12260562	10.93372862	
2900006K08RIK	0.035685801	4.649958983	4.766662871	
AADACL1	-0.121236135	13.19720598	12.13269923	
CCDC58	0.04521176	10.27959411	10.60715944	
9030625A04RIK	0.062077003	7.832395085	8.177206743	
RPN2	-0.063402796	14.19203284	13.58140548	
ZFP637	0.01189545	10.100979	10.18469167	
OLFR13	0.077966153	4.533375478	4.785664364	
LINGO2	0.020182366	4.59051987	4.655330425	
OLFR320	-0.015375733	4.60243852	4.553541807	
PHGDHL1	0.064835818	9.989659364	10.44930271	
IFT88	0.097693469	5.812530879	6.220465062	
4931408A02RIK	-0.024333619	4.634265082	4.556588209	
CCDC111	0.133588674	7.898481365	8.665755285	
V1RD21	0.045079387	4.513665582	4.657246507	
MAML3	0.027102671	5.327008776	5.42821826	
HRH4	0.002743554	4.590602541	4.599359768	
RASEF	-0.034972132	5.192746618	5.068144035	
SPINK11	0.047346052	4.621093923	4.775597522	
ARHGDIG	-0.06507262	5.314395674	5.079574916	
2810008M24RIK	-0.214536623	10.95213731	9.437421217	
GM962	-0.254807118	7.280318421	6.100009869	
CEP72	-0.111773929	5.182068791	4.794997131	
