!Series_platform_id				
GENE	rna	wildsubtype~osteoclast~MsubCSF~RANKL~24H~rep1	wildsubtype~osteoclast~MsubCSF~RANKL~ILsub3~24H~rep1	@OC_down
GM5523	-0.195552776	0.893213	0.653226	
VMN1R37	0	0	0	
GM4598	-0.046038949	0.155153	0.118872	
HABP4	-0.076438622	6.322814	5.944927	
TGM7	0	0	0	
SLC22A13	0.009859592	0.007502	0.014411	
GM13278	-0.009766071	0.01757	0.010705	
VMN2R5	0	0	0	
VMN2R102	0	0	0	
CNIH4	-0.239849638	18.939173	15.885161	
GM1968	0	0	0	
ACAT3	-0.17231147	1.042889	0.8129	
FTL1	0.89602158	9953.813107	18524.18199	
MIR6408	0	0	0	
MIR6991	0	0	0	
METTL24	0	0	0	
VMN2R43	0	0	0	
SMARCC1	-0.866343937	32.47551	17.362495	
4930556N09RIK	0	0	0	
FGD5	0	0	0	
LYPD5	-0.052803992	0.037279	0	
VMN2R121	0	0	0	
LRRC52	0	0	0	
RNF113A2	-0.1687476	8.601525	7.541657	
ASB10	0	0	0.024528	
RAC2	0.316614039	62.156619	77.655518	
1700011I03RIK	0	0	0	
OLFR61	0	0	0	
SAR1A	-0.192511594	63.605581	55.535114	
GM9079	0.262177036	0.207414	0.448036	
MIR6928	0	0	0	
ZFY2	0	0	0	
MIR200A	0	0	0	
OTUD6A	0	0	0	
C78339	0.05240062	3.775417	3.952055	
OLFR340	0	0	0	
AFMID	0.159667877	1.356747	1.632557	
A330076C08RIK	0	0	0	
TCEB2	0.067801204	256.185702	268.560974	
VMN2R16	0	0	0	
ODF3L2	0	0	0	
PMPCA	-0.255000421	42.442472	35.404222	
CXX1C	0.601462442	1.180591	2.30851	
CLRN3	-0.013173866	0.025978	0.016652	
F3	1.150141945	0.177768	1.613888	
FLYWCH2	-0.189672095	0.510678	0.32457	
GPNMB	0.222598744	748.084846	873.057312	
MYG1	-0.164036804	26.736291	23.755311	
TREM1	3.104426204	1.346957	19.185083	
OLFR513	0	0	0	
RSPH4A	-0.017551312	0.020101	0.007766	
AGO1	-0.409644576	11.370259	8.31244	
ANKRD33	0	0	0	
EEF1A2	0.641569705	0.381169	1.154659	
RFXAP	-0.138684842	8.630632	7.747954	
MIR3112	0	0	0	
CD96	0	0	0	
DRD1A	0	0	0	
MIR291A	0	0	0	
SCUBE2	0	0	0	
PPP2R3D	0.139258176	2.040034	2.348107	
GDPD3	0.522870805	0.346139	0.934148	
CASQ1	-0.000913171	0.01618	0.015537	
ZUFSP	0.10595345	3.70985	4.068766	
MYBBP1A	-0.913775119	165.411073	87.330055	
ZDHHC4	-0.113896318	12.839651	11.789069	
NDC1	-0.731687848	50.867224	30.234389	
OLFR31	0	0	0	
PRRT2	0.05627408	0.070796	0.113389	
POU4F1	-0.011105277	0.014992	0.007209	
MIR26A-1	0	0	0	
GLTSCR2	-0.393815733	69.586718	52.724532	
ADAT2	-0.348177954	3.794366	2.766337	
RNF26	-0.239215182	31.791517	26.781172	
PLXNC1	1.933485338	1.984817	10.401311	
ZFP956	-0.251713278	2.225533	1.70912	
RTP1	0	0	0	
ADAM1A	-0.256532233	0.601812	0.340873	
MRC1	2.843311928	15.181631	115.130012	
MCTP1	1.451609084	1.548433	5.970294	
ZAR1L	0	0	0	
MIR299B	0	0	0	
GM11596	0	0	0	
OLFR1057	0	0	0	
SLC26A2	-1.084176576	9.867754	4.1259	
MIR196B	0	0	0	
OLFR59	0	0	0	
RAB5A	-0.109158049	26.655957	24.640639	
LCE3E	0	0	0	
ECSCR	-0.163278447	0.119829	0	
C630031E19RIK	0	0	0	
OLFR287	0	0	0	
MIRLET7B	0	0	0	
1700001C02RIK	0	0	0	
DSN1	-0.559511705	13.707205	8.979306	
RAB18	0.136996746	9.948904	11.0395645	
DNAL4	-0.498072986	15.496682	10.680507	
FAM199X	-0.37723633	1.843422	1.189182	
MAP7D2	0	0	0	
PRKD1	0	0	0	
LCE1D	0	0	0	
GM13177	0	0	0	
GM6890	0	0	0	
TTC24	0	0	0	
MSMB	0	0	0	
GBP5	-0.040256521	0.627881	0.583085	
GM11937	0	0	0	
MIR6402	0	0	0	
FAM151B	-0.65882147	5.032932	2.821232	
MORC1	0	0	0	
MRPL27	-0.046994593	63.593894	61.523702	
ABCB5	0	0	0	
MIR92B	0	0	0	
AI317395	-0.033362191	0.119837	0.094238	
OLFR136	0	0	0	
OLFML1	0	0	0	
AGGF1	-0.480159497	30.509401	21.589038	
LUZP4	0	0	0	
NAA20	0.121741403	32.423044	35.365856	
FTCD	0	0	0	
APBA3	-0.102100917	10.839415	10.03049	
GZME	0	0	0	
RPS27L	0.095635972	352.635245	376.87211	
PAIP2	-0.295301563	28.085697	22.701992	
EIF4E	-0.410473772	96.352979	72.24607	
THRB	0.003137741	0.0129595	0.015165	
ZFP940	-0.138287162	0.379116	0.253061	
4930579K19RIK	-0.006226429	0.114586	0.109786	
VMN1R123	0	0	0	
HDGFL1	0	0	0	
VMN1R118	0	0	0	
GM20748	0.141863514	2.363865	2.711451	
MIR6950	0	0	0	
KAT8	-0.056891783	9.857537	9.437709	
HSD17B1	-0.00404979	0.073073	0.070065	
VMN2R54	0	0	0	
MAPRE3	0.512624048	0.539717	1.196626	
OLFR1382	0	0	0	
4930515L19RIK	0	0	0	
OLFR728	0	0	0	
A730036I17RIK	0	0	0	
GM17769	0	0	0	
SH3BGRL2	0.248507634	9.756904	11.778961	
CCNB2	-0.676743287	68.412111	42.42254	
KLC4	0.228143827	10.816308	12.84076	
OLFR1313	0	0	0	
TMC7	0	0	0.018108	
CSE1L	-0.742281034	69.861917	41.360789	
GM18853	-0.000651813	0.007305	0.00685	
E330012B07RIK	0	0	0	
TMEM260	0.101369821	3.6325	3.969707	
GCNT4	0.056267647	0.033005	0.07409	
MLLT6	-1.347072248	24.72652	9.112811	
BASP1	1.428663767	30.672976	84.262786	
TRIM69	-0.026521645	0.069586	0.050103	
FAXC	-0.008461073	0.005882	0	
MAMDC4	-0.126614987	0.255994	0.150463	
TFPI2	0.054085711	0.02076	0.059754	
GM13128	0	0	0	
KCNH5	0	0	0	
KCNQ1	0.503818636	0.028618	0.458541	
TMEM30C	-0.001327663	0.023001	0.02206	
APOBEC2	-0.07487488	0.080285	0.025649	
BRAF	-0.256149802	3.321318	2.618324	
RASGRP2	0.370749397	0.92282	1.486253	
B3GNT6	0.048416957	0.024947	0.059928	
SCRG1	-0.077705134	0.055338	0	
MBD4	-0.336579663	3.101893	2.248357	
OLFR890	0	0	0	
CRCP	-0.052059475	26.478854	25.50496	
SPA17	-0.024484867	0.565032	0.538695	
1700007F19RIK	0	0	0	
DARC	-0.079877101	0.056928	0	
HOXA11OS	-0.023651374	0.016529	0	
SIRT7	0.109361525	21.170019	22.915924	
DUSP7	0.887684763	13.345701	25.542481	
ITGB2L	-0.002341466	1.195276	1.191716	
MTHFD2L	0.965748985	1.600016	4.078032	
NT5DC2	0.611754529	38.56763	59.463948	
ESP15	0	0	0	
OLFR325	0	0	0	
BEGAIN	0	0	0.010333	
MIR6902	0	0	0	
CXCL16	-0.05812971	28.472243	27.30834	
OLFR850	0	0	0	
GM12338	0.000790707	18.397086	18.40772	
OLFR1000	0	0	0	
INAFM2	-0.241914037	5.107665	4.16478	
DHX58	0.068410007	12.841311	13.513451	
JAK1	0.294426334	31.992123	39.461448	
LRRTM3	0	0	0	
KRT86	-0.065037827	0.05384	0.007387	
FAM65C	0	0	0.085385	
OOSP2	0	0	0	
PIWIL2	0.599095642	0.908513	1.890952	
FAM135A	-0.068998001	0.781451	0.698257	
MIR873B	0	0	0	
2900009J06RIK	0	0	0	
DDT	-1.008311773	99.174812	48.799668	
RPL36A	-0.347299155	751.309765	590.356311	
KLHL18	0.109572195	5.362566	5.864625	
B020014A21RIK	0	0	0	
GM4265	0	0	0	
C1QL3	-0.143708489	0.182114	0.070037	
FAM162B	0	0	0	
MIR28B	0	0	0	
NAPRT1	-0.555568433	1.442309	0.66172	
ANKRD52	-0.325971091	29.583072	23.397989	
MIR1955	0	0	0	
PTCHD4	0	0	0.00387	
NUP43	-0.706421649	30.163038	18.097903	
4930558F17RIK	0	0	0	
GM10319	0	0	0	
ATP6V1D	-0.274970605	60.715378	50.005733	
RBBP8NL	0	0	0	
SESN3	0.133380707	0.165784	0.278703	
PBP2	0	0	0	
JUNB	-0.859849573	178.534398	97.92525	
OLFR412	0	0	0	
ART4	0	0	0.011892	
CD53	2.358416576	46.786808	244.054202	
GYKL1	0	0	0	
AI846148	-0.012766966	1.699213	1.675432	
ERI1	-0.190861381	18.307255	15.914748	
PWP1	-0.322538894	29.523235	23.408252	
2310008N11RIK	0	0	0	
ARHGAP12	1.021606838	3.0453975	7.2128805	
CCDC28B	0.772886576	4.50918	8.413454	
RHOX3H	0	0	0	
JADE2	0.712525839	3.785998	6.842674	
ATP5H	-0.124728377	254.600055	233.430417	
GH	-0.055213705	0.039013	0	
ANGPTL7	0.376897151	0.479601	0.92133	
4930503H13RIK	0	0	0	
9530026P05RIK	0	0	0	
OLFR495	0	0	0	
EN1	0	0	0	
PLCG1	-0.256344034	2.080086	1.578669	
ZRANB1	-0.353986292	7.482955	5.637227	
GM7444	-0.007262968	0.012017	0.006935	
4930478L05RIK	0	0	0	
CPHX2	0	0	0	
SLCO1A5	-0.008188538	0.005692	0	
CRADD	0.244355563	2.69456	3.376441	
RASL2-9	0.603830979	0.169025	0.776622	
4930468A15RIK	0	0	0	
2810008D09RIK	-0.35172755	17.705304	13.658321	
EXOC2	0.171451645	12.939621	14.698677	
JAKMIP1	0.016181479	0.012387	0.023806	
PPP4C	-0.1015288	104.316908	97.160076	
TTC13	-0.085556184	18.333035	17.219861	
MIR16-2	0	0	0	
OTOS	0	0	0.157027	
GM7030	-0.191042307	4.362155	3.697101	
GM19402	0	0	0	
ALG6	-0.571423915	6.9549	4.353268	
2610020C07RIK	-0.166626288	0.912752	0.704116	
SULT2B1	0	0	0	
IGSF8	0.357665358	55.669454	71.613443	
MIR9-2	0	0	0	
SLC17A6	0	0	0	
CD109	-1.157284892	7.43769	2.783085	
HOXA4	-0.126400927	0.327099	0.215774	
TBC1D31	-0.036318245	4.764598	4.621292	
OLFR160	0	0	0	
GM15133	0	0	0	
6430562O15RIK	0.09690344	0.303006	0.393533	
NCBP2	-0.346142882	35.167119	27.452113	
CNIH1	-0.362493339	86.137258	66.777028	
ROPN1	0	0	0	
4933422H20RIK	0	0	0	
GM16336	0	0	0	
GPR176	0.402955894	0.094418	0.447055	
MRGPRX2	0	0	0	
DCTPP1	-0.673222616	86.85497	54.094232	
HOOK3	-0.256469109	5.170634	4.165649	
CDKL5	-0.007659238	0.159415	0.153276	
TSEN15	-0.239308726	14.811226	12.394498	
MIR6357	0	0	0	
SCARNA8	0	0	0	
SERPINB9E	0	0	0	
COMMD1	0.134963021	63.606388	69.941992	
IL7R	1.846399143	7.153704	28.320844	
MIR6342	0	0	0	
COX7B2	0	0	0	
GM17821	-0.05993486	0.587022	0.522442	
ZFP36L1	0.993566504	9.897909	20.698839	
SPCS3	-0.160619425	61.754629	55.142856	
MIPOL1	-0.674258461	1.027978	0.270841	
ACTL10	0.021988156	0.083491	0.100131	
9430019J16RIK	0	0	0	
SIX1	-0.492683763	0.448412	0.029389	
CYP2J13	0	0	0	
G3BP1	-0.731506498	167.157728	100.277141	
RPS28	-0.164225527	1123.144389	1002.194835	
KCTD6	0.498195153	3.259339	5.016084	
NR2C1	-0.339820788	3.775376	2.773213	
HRASLS5	0	0	0	
CRB1	0	0	0	
4930593C16RIK	0	0	0	
OLFR73	0	0	0	
OLFR1335	0	0	0	
ZP3R	0	0	0	
4932416K20RIK	0	0	0	
IL13RA1	1.218327873	0.897372	3.414746	
G730013B05RIK	-0.023678339	0.016548	0	
MIR133B	0	0	0	
COMMD8	0.267565696	13.882276	16.914911	
NRG4	0.208018009	0.517116	0.752421	
CTDNEP1	0.095586784	84.518918	90.376956	
EIF3I	-0.055303404	171.678251	165.184172	
USP17LA	-0.002433341	0.033086	0.031345	
ATP11B	-0.211887128	12.472143	10.631944	
GGT5	0.820054239	0.177955	1.079647	
MAGEH1	-0.039941714	0.408421	0.369963	
GM12359	-0.244920407	0.905306	0.607816	
MORN1	-0.096186637	0.278452	0.195995	
1700006H21RIK	0	0	0	
SLC7A11	2.034487489	1.559995	9.487715	
FGF16	0	0	0	
VMN2R61	0	0	0	
HLX	2.053862689	4.432182	21.555299	
GM813	0	0	0	
BDH1	-0.550626704	1.6696335	0.8226215	
ADAMTS5	0	0	0	
INHBA	1.174972636	0.163425	1.626881	
APOE	0.270344995	220.513899	266.167074	
ANKFY1	-0.10078583	26.940341	25.055064	
DEFA23	0	0	0	
MMGT1	-0.226997125	16.041099	13.56011	
LY6G6D	0	0	0.065463	
PGBD5	0.011448569	0.041155	0.04945	
1700024B18RIK	0	0	0	
H2-M10.4	0.005410832	0.001718	0.005482	
INSL6	-0.456565559	5.970819	4.079768	
AOX2	0.136818781	0.182452	0.30008	
NEFL	0	0	0.05774	
PRELID1	0.536514224	240.207289	348.862425	
HMCES	-0.816122343	13.195986	7.062844	
HK2	0.136143339	12.322107	13.640508	
TCEAL1	-0.048319033	0.450867	0.403079	
2210016F16RIK	-0.177260859	21.674586	19.052962	
PRSS52	0	0	0	
GM11127	-0.203718388	2.598701	2.124787	
CCNJL	0	0	0.02069	
CYB5R4	-0.072565196	37.26281	35.385853	
DHTKD1	-0.086297372	0.210222	0.139953	
SEMA3F	0.021957131	0.016893	0.032488	
MIR384	0	0	0	
MIR7243	0	0	0	
CYP3A16	0	0	0	
RHD	-0.141851282	0.10332	0	
OLFR1443	0	0	0	
RSBN1L	-0.116419685	6.581544	5.993778	
VMN1R189	0	0	0	
ARAF	0.00384978	14.002091	14.042177	
GM6370	0	0	0	
POLR1B	-1.017864516	29.751834	14.186695	
OLFR538	0	0	0	
TNFRSF11A	-1.576457939	61.352147	19.906931	
ATP6V0D1	1.038966646	70.974177	146.889327	
RAB3GAP2	-0.223880154	20.399655	17.323656	
FAAH	-0.052820214	0.044727	0.007169	
ZFP658	0.580739841	0.797002	1.687625	
GM10670	0	0	0	
1700023E05RIK	0	0	0.017133	
SOX14	0	0	0	
CCNL2	-0.1582936	26.168364	23.345145	
4732490B19RIK	0	0	0	
KRT10	-0.100901316	0.52914	0.425847	
MROH2B	0	0	0	
RNF111	-0.304192945	15.962529	12.73787	
CMAS	-0.361572118	52.660629	40.764925	
PID1	-0.171020945	141.902571	125.92805	
SAG	0.015480857	0.125016	0.137153	
MIR3088	0	0	0	
ASB7	-0.085421103	1.338034	1.203619	
ZNHIT3	0.036805323	17.125204	17.593554	
GM16159	0	0	0	
ZMAT2	-0.34058879	40.343763	31.649953	
MGMT	0.691020909	5.510242	9.510301	
ARCN1	-0.190731303	87.846945	76.844271	
FPR-RS6	0	0	0	
TROVE2	-0.545577172	2.468218	1.376136	
MED26	-0.247144302	4.904853	3.975208	
OLFR1261	0	0	0	
RCVRN	0.039996254	0.03169	0.060692	
RTP4	-0.058099418	22.622513	21.690101	
IL2RB	0	0	0	
THOC6	-0.180462712	26.312606	23.101188	
VPS35	0.159606337	90.081635	100.736575	
TERT	-0.103908952	0.091959	0.016077	
ARHGAP10	-0.203690735	29.482332	25.468612	
RAB26OS	-0.962986203	28.044645	13.899728	
PIM3	-0.592318564	13.653085	8.719041	
OLFR1230	0	0	0	
CDK4	-0.271181656	174.391417	144.336442	
TMCC1	0.409356989	2.604421	3.787009	
MIR7056	0	0	0	
OLFR1499	0	0	0	
REEP1	0.051007146	0.097369	0.136861	
UQCC2	-0.275016499	105.807649	87.270206	
SULT4A1	0	0	0	
GP6	-0.041846395	0.085939	0.054893	
NDRG1	0.630824423	2.548884	4.495268	
SOWAHC	0.828991349	1.924117	4.194527	
MIR1898	0	0	0	
ATP6V1G1	-0.161369183	167.056624	149.272209	
GM13124	0	0	0	
GPR110	-0.112756199	0.089778	0.007848	
MIR6387	0	0	0	
1700044K03RIK	0	0	0	
TNNI3K	0	0	0	
ERGIC3	0.025792802	57.876778	58.938855	
NEUROG2	0	0	0	
2410018M08RIK	-0.222059838	12.784814	10.818279	
MTRR	-0.204951754	12.437545	10.65798	
ZFP637	-0.067924649	10.83987	10.295347	
GC	0	0	0	
GALC	0.457321076	8.028613	11.396195	
SLC7A4	-0.052815836	0.667532	0.607589	
GAD1	0	0	0	
BMF	-0.633352515	0.795961	0.157814	
RGMA	-0.011442682	0.007963	0	
SERPINA1D	0	0	0	
NECAB1	0	0	0	
9230110C19RIK	0	0	0	
GPR88	0	0	0	
GM17019	0	0	0	
GM13078	0	0	0	
KRTAP4-13	0	0	0	
2310079G19RIK	0	0	0	
DPF2	-0.389044055	13.5991275	10.148411	
VMN1R64	0	0	0	
MIRLET7BHG	-0.05956156	0.105347	0.060642	
PRSS57	0.367012748	0.227487	0.583065	
MUP3	0	0	0	
SNTB1	-0.287628225	0.415529	0.159669	
GCC2	-0.205771382	5.197425	4.373632	
GGA1	0.083386213	38.203822	40.536525	
OLFR862	0	0	0	
LENG1	-0.084709158	6.247299	5.834019	
ASPM	-0.981339542	7.829926	3.472439	
4930548H24RIK	0.026606789	0.044294	0.063732	
SPINK14	0	0	0	
GM9961	0	0	0	
TBC1D13	0.133923711	38.5688	42.417812	
USP51	-0.056092117	0.052841	0.012692	
POFUT2	-0.14777816	47.739167	42.993898	
LRP2BP	-0.000914078	0.016751	0.016107	
MIRLET7A-1	0	0	0	
MIR7089	0	0	0	
CCDC85C	-0.057453402	0.261977	0.212708	
SLC39A1	-0.172266626	74.225729	65.758871	
IFI204	1.212184093	6.278525	15.863478	
PRAMEF6	0	0	0	
5430437J10RIK	0.483080954	0.141124	0.594978	
CENPT	0.098002408	13.369541	14.379583	
B3GALT4	-0.155160251	4.178146	3.650144	
DHRS13	-0.695943406	6.653651	3.724641	
5830416P10RIK	0.050597982	0.032467	0.06932	
SLC12A5	-0.278097622	0.352806	0.115629	
FOLR4	0	0	0	
VMN1R57	0	0	0	
TPPP2	0	0	0	
TDH	0	0	0	
SMARCD1	-0.64485634	12.307147	7.510672	
CD93	1.140544927	20.162704	45.656203	
GTF2F1	0.031367838	58.715287	60.027866	
OLFR568	0	0	0	
HIST1H4M	0.008112247	3.20E-05	0.005671	
FOXD1	0	0	0	
NBN	-0.002455019	9.765522	9.747218	
4930577N17RIK	-0.019131792	0.487368	0.467774	
KRTAP6-2	0	0	0	
BACH1	-0.181516865	14.694551	12.839069	
GM10549	0	0	0	
OLFR1487	0	0	0	
MED4	0.011854216	19.422962	19.591463	
GRIK4	0	0	0	
B9D1	-1.100168207	2.58982	0.674515	
SRGAP3	-2.291121467	8.287942	0.897681	
CPPED1	-0.301843273	20.253224	16.24094	
COG8	-0.27143451	16.270732	13.308721	
RNASE11	0	0	0	
ART3	0.025661923	0.019913	0.038217	
OLFR1277	0	0	0	
CHST11	0.043772351	3.309956	3.442727	
MYH15	-0.000238462	0.004383	0.004217	
TNKS1BP1	0.116379474	0.766696	0.915118	
ROCK1	0.090840657	14.226655	15.216244	
FRAT2	-0.786934219	1.091973	0.212454	
HEXA	0.487393532	144.024656	202.311487	
OLFR583	0	0	0	
GM15127	0	0	0	
UBE2D3	-0.163577935	142.859871	127.439262	
KLF8	0.003974422	1.721251	1.728758	
TRPM4	0.79563504	1.358847	3.094584	
LETM1	-0.56582663	29.491116	19.598829	
4921511I17RIK	0	0	0.068578	
COX20	-0.681766923	53.715208	33.109532	
MIR3072	0	0	0	
KLHL35	-0.044917686	0.108176	0.074205	
MTNR1B	0	0	0	
MIR345	0	0	0	
CYB561D1	0.017532627	1.3463145	1.3750025	
TMEM163	-1.279086842	2.133946	0.291362	
GM14420	-0.212853361	4.767037	3.975967	
BC051226	0.610845026	0.944781	1.969979	
HSD17B2	-0.070949809	0.050408	0	
OLFR1307	0	0	0	
RNF11	0.032376696	18.04948	18.481818	
SPAG17	-0.010856314	0.024573	0.016892	
TIMM17A	-0.243318468	91.610533	77.237367	
ROBO4	0	0	0	
E030044B06RIK	-0.05708561	0.040362	0	
QRICH2	0	0	0	
SKINT10	0	0	0	
MIR431	0	0	0	
MIR680-2	0	0	0	
REST	-0.905698138	6.71263	3.116804	
SPINK13	0	0	0	
SFRS18	-0.387961778	14.007823	10.469106	
OLFR609	0	0	0	
TACR1	0.002564684	0.072903	0.074812	
BCL6	-1.129301487	9.408407	3.758068	
MIR6999	0	0	0	
SPINK3	0	0	0	
MINA	-0.119406683	30.632325	28.119648	
4931440P22RIK	-0.04917213	0.342884	0.297885	
CAR13	0.692186902	12.532877	20.865487	
SUPT6	-0.634946011	38.714524	24.57476	
4930546C10RIK	0	0	0	
IL17D	0	0	0.051095	
RRAS	0.549632321	11.419343	17.178349	
IL10RB	0.688567642	57.642547	93.513172	
ABCB11	-0.016675806	0.017208	0.005518	
GRB7	-0.017639753	0.012302	0	
COX8A	0.064542071	380.215205	397.656926	
4930557J02RIK	0	0	0	
IAH1	0.517984155	24.53806	35.569302	
GFPT2	0.012301258	0.213121	0.223509	
MIR329	0	0	0	
4930546K05RIK	0	0	0	
2610016A17RIK	0	0	0	
IGFN1	-0.004403591	0.003057	0	
NAIF1	-0.489002192	1.579039	0.837611	
FABP9	0	0	0	
OLFR750	0	0	0	
EXOC5	0.032134986	19.492671	19.954252	
CDK8	-0.263998522	19.433471	16.016517	
LSM14B	-0.353058588	12.709818	9.733725	
A230072E10RIK	0	0	0.008394	
PTGFRN	0.1839675	0.631228	0.853081	
FERMT2	0.011653216	0.008865	0.017047	
NFKBID	-0.850711392	19.530399	10.384337	
SLC25A47	-0.104103713	0.845592	0.717107	
SLAMF9	1.377491269	9.495622	26.269324	
OLFR1504	0	0	0	
1700057G04RIK	0	0	0	
FHL3	-0.100580038	38.091156	35.458677	
UBASH3A	0.15890782	0.039216	0.160224	
TCL1B5	0	0	0	
CXCR6	-0.06685821	0.143973	0.092168	
4922502D21RIK	0	0	0	
MIR490	0	0	0	
3830432H09RIK	-0.017974545	0.024414	0.01173	
GLIPR1L2	0	0	0	
IQCF6	0	0	0	
PER2	0.172071548	0.291264	0.454835	
GBP11	0	0	0.031048	
SYT16	-0.115225449	0.161708	0.072533	
SNORD88C	0	0	0	
SLCO4C1	0.029596597	0.049276	0.071024	
POLR2F	-0.376500023	116.422566	89.451082	
CSDC2	-0.070591291	0.050147	0	
SERPINA1C	0	0	0	
1700052N19RIK	-0.452162544	12.781282	9.073378	
TVP23B	0.221223904	14.148082	16.658454	
PAK2	-0.159571831	43.438228	38.785134	
SLC2A12	0	0	0	
HMGN1	-0.346745905	129.495066	101.615549	
DRAM1	1.24610096	8.108983	20.606462	
DEFB9	0	0	0	
IQCB1	-0.602029203	2.15845	1.080871	
DNAH10	0	0	0.00187	
4930563H07RIK	0	0	0	
GM20809	0	0	0	
OLFR539	0	0	0	
GM7550	0	0	0	
EIF1	0.198757647	317.791023	364.879517	
GPR143	0	0	0	
BC049762	-0.004713579	0.080361	0.076837	
BHLHE22	0	0	0	
D11WSU47E	-0.09519889	4.82392	4.452023	
ZFP850	-0.196001608	1.318674	1.024125	
ZFP709	-0.482138149	1.902629	1.078038	
CYP46A1	-0.020208459	0.014106	0	
SPIC	-1.282600518	3.757887	0.955748	
HDAC11	-0.094388556	0.188457	0.113191	
SDR16C5	0	0	0	
GM13710	0.101843215	0.087285	0.166813	
MPPED1	0	0	0	
KCNT2	0	0	0	
F12	0	0	0	
NELL2	0	0	0	
ZFP493	-0.37062105	0.860543	0.439036	
KIT	0.053257794	0.0840485	0.1248145	
DNAJC24	-0.095179966	4.567524	4.212068	
LIG4	-0.250098538	2.603841	2.03025	
SDK1	0.004296221	0.003235	0.006227	
MIR7687	0	0	0	
WFDC10	0	0	0	
CEP152	-0.211540023	3.5241	2.90708	
GTF3A	-0.335730797	32.140622	25.260054	
MIR6984	0	0	0	
CHRM2	0	0	0	
AP3S2	-0.352610004	10.603465	8.087439	
AGO4	-0.054951767	1.455866	1.364082	
GPR137B-PS	-1.148294929	93.179962	41.490055	
CDC123	-0.025349378	41.617597	40.87531	
LY6D	-0.019149483	0.394692	0.376302	
H2-EB1	1.212935632	15.95057	38.292921	
RRAD	-1.516472361	14.0529	4.261584	
VMN2R41	0	0	0	
ERAS	0	0	0	
CHRNA4	0	0	0	
OSGIN1	1.073129211	3.966498	9.449472	
MIR337	0	0	0	
TM4SF1	-0.046315158	0.127293	0.091678	
FAM13B	-0.33821855	8.304476	6.360003	
NBEAL1	-0.385135821	1.469407	0.890842	
DKK2	-0.000422408	0.007692	0.007397	
DSPP	0	0	0	
PLEKHA3	-0.178300451	19.103954	16.766738	
SUPT7L	-0.287488683	8.028971	6.39768	
5830454E08RIK	0.046282016	0.20333	0.242559	
MIR7677	0	0	0	
TMEM256	0.530129391	75.513564	109.490078	
BMP6	0	0	0.011751	
CMPK1	0.114167921	82.495781	89.37171	
ERH	-0.508598631	247.406036	173.605814	
RB1	0.590348032	6.835772	10.797616	
PNLIPRP2	0	0	0	
OSCP1	-0.200593538	1.067076	0.798754	
DOK7	0.190870759	0.035507	0.181982	
NR0B1	0	0	0	
SNORD8	0	0	0	
PLCL2	0.166660263	12.393241	14.033338	
TMEM204	-1.576191355	2.866214	0.296597	
CHST7	-0.652761843	3.131709	1.628021	
WDR18	-0.459417064	32.527879	23.384158	
4930579G24RIK	0.087650125	7.678734	8.222352	
PSEN1	-0.013519655	39.835227	39.454343	
CPLX4	0	0	0	
1700025B11RIK	0	0	0	
LPCAT4	-0.417378889	11.599609	8.434383	
XPO4	-1.091885331	11.521022	4.874211	
AKR1B10	0.311102585	15.089808	18.961909	
CYP2D10	0	0	0	
RPS19BP1	-0.125409445	45.126599	41.286275	
BZRAP1	0.289585732	0.554947	0.900595	
2210409D07RIK	0	0	0	
FAM71B	0	0	0	
4930486L24RIK	0.30402279	0.278158	0.577991	
RBBP9	-0.007194778	3.229464	3.208424	
ECE1	0.440409251	5.787897	8.211103	
GNRHR	0	0	0	
CD47	-0.596243508	53.117227	34.797142	
HTT	-0.146026799	10.272026	9.186935	
CHCHD5	0.09527537	7.161195	7.718354	
OLFR1264	0	0	0	
DHX33	-0.437200412	12.773078	9.172333	
SMAD1	0.387724388	5.338381	7.292682	
9830132P13RIK	0	0	0	
TSPYL2	0.376881663	4.739574	6.453021	
E030025P04RIK	0	0	0	
5430434I15RIK	0	0	0	
SYCE1	0	0	0	
MAGOH	-0.429717447	85.468572	63.194888	
ARMC7	-0.100042963	11.296866	10.47304	
RDH9	-0.031401829	0.043244	0.020782	
PPP1R3E	-0.533510273	4.230592	2.613668	
CHAC1	-0.347137448	1.287653	0.798421	
PPP1R13L	-0.285208412	2.624507	1.974354	
ELL	0.646249402	9.297062	15.115871	
SYT13	-0.001230541	0.022775	0.021903	
VMN1R75	0	0	0	
SCLT1	-0.345678953	4.000224	2.934864	
KRT19	0	0	0	
GM20324	-0.2457705	0.62561	0.370983	
GALE	0.130559169	11.837529	13.053473	
OLFR470	0	0	0	
ABCA8A	0	0	0.004782	
TBRG3	-0.011993387	0.011871	0.003494	
1700112J05RIK	0	0	0	
MIR3077	0	0	0	
GM6578	0	0	0	
NHP2L1	-0.548389344	175.683924	119.81348	
SH3GL2	0	0	0	
CNOT10	-0.258614235	17.233045	14.240828	
A730008H23RIK	-0.820562711	9.815043	5.123705	
ACTR8	-0.284092772	16.970628	13.75852	
RNF208	-0.040689353	0.360137	0.322312	
DEFB37	0	0	0	
NKX1-2	0	0	0	
VMN2R109	0	0	0	
GM5535	-0.025123789	0.017567	0	
CXCL5	1.565925744	0.074511	2.181277	
STX4A	0.187969687	43.351529	49.523463	
CDH22	0	0	0.007658	
BAZ2A	-0.425980503	11.785909	8.51697	
PI16	1.049525701	0.409922	1.918326	
