!Series_platform_id				
GENE	rna	wildsubtype~osteoclast~precursor~MsubCSF~24H~rep1	wildsubtype~osteoclast~MsubCSF~RANKL~24H~rep1	@OC_up
COX7B2	0	0	0	
GM17821	0.008965659	0.57719	0.587022	
ZFP36L1	-1.130293496	22.855879	9.897909	
SPCS3	0.341345598	48.532529	61.754629	
MIPOL1	0.618986106	0.320474	1.027978	
ACTL10	-0.006023211	0.088024	0.083491	
9430019J16RIK	0	0	0	
SIX1	0	0	0.448412	
CYP2J13	0	0	0	
G3BP1	1.022875288	81.756228	167.157728	
RPS28	0.253510504	941.991615	1123.144389	
KCTD6	-0.122450781	3.636642	3.259339	
NR2C1	0.047014982	3.622263	3.775376	
HRASLS5	0	0	0	
CRB1	0	0	0	
4930593C16RIK	0	0	0	
OLFR73	0	0	0	
OLFR1335	0	0	0	
ZP3R	0	0	0	
4932416K20RIK	0	0	0	
IL13RA1	-1.012417531	2.827547	0.897372	
G730013B05RIK	-0.001364634	0.01751	0.016548	
MIR133B	0	0	0	
COMMD8	-0.790210543	24.736319	13.882276	
NRG4	-0.073037047	0.595898	0.517116	
CTDNEP1	0.114027981	78.019878	84.518918	
EIF3I	0.427585471	127.387159	171.678251	
USP17LA	0.002749516	0.031119	0.033086	
ATP11B	0.056367113	11.955927	12.472143	
GGT5	-1.296386617	1.89321	0.177955	
MAGEH1	-0.092824419	0.502019	0.408421	
GM12359	0.277148957	0.572297	0.905306	
MORN1	0.120152986	0.176291	0.278452	
1700006H21RIK	0	0	0	
SLC7A11	-0.256069943	2.0572	1.559995	
FGF16	0	0	0	
VMN2R61	0	0	0	
HLX	-1.533937419	14.730245	4.432182	
GM813	0	0	0	
BDH1	1.007265967	0.328111	1.6696335	
ADAMTS5	-0.007792553	0.005416	0	
INHBA	-0.063060108	0.215406	0.163425	
APOE	-1.531244262	639.252724	220.513899	
ANKFY1	-0.225956639	31.677696	26.940341	
DEFA23	0	0	0	
MMGT1	0.142951985	14.433512	16.041099	
LY6G6D	-0.099339646	0.071283	0	
PGBD5	0.027100261	0.02178	0.041155	
1700024B18RIK	0	0	0	
H2-M10.4	0	0	0.001718	
INSL6	1.441387069	1.566747	5.970819	
AOX2	-0.136180564	0.299505	0.182452	
NEFL	0	0	0	
PRELID1	-0.120654993	261.247405	240.207289	
HMCES	0.281811161	10.677018	13.195986	
HK2	-0.080197469	13.083635	12.322107	
TCEAL1	-0.197065472	0.663222	0.450867	
2210016F16RIK	0.227718135	18.363746	21.674586	
PRSS52	0	0	0	
GM11127	0.455116499	1.625077	2.598701	
CCNJL	0	0	0	
CYB5R4	-0.034639117	38.192618	37.26281	
DHTKD1	0.079163281	0.145604	0.210222	
SEMA3F	-0.075560906	0.071572	0.016893	
MIR384	0	0	0	
MIR7243	0	0	0	
CYP3A16	0	0	0	
RHD	0.080316994	0.043575	0.10332	
OLFR1443	0	0	0	
RSBN1L	-0.126858181	7.278388	6.581544	
VMN1R189	0	0	0	
ARAF	0.140253753	12.6122905	14.002091	
GM6370	0	0	0	
POLR1B	1.414020603	10.540069	29.751834	
OLFR538	0	0	0	
TNFRSF11A	0.759764878	35.824715	61.352147	
ATP6V0D1	-0.588851316	107.25267	70.974177	
RAB3GAP2	-0.057408422	21.26837	20.399655	
FAAH	0	0	0.044727	
ZFP658	-0.06518976	0.880064	0.797002	
GM10670	0	0	0	
1700023E05RIK	0	0	0	
SOX14	0	0	0	
CCNL2	0.131386307	23.80346	26.168364	
4732490B19RIK	0	0	0	
KRT10	0.014466787	0.513883	0.52914	
MROH2B	0	0	0	
RNF111	0.21168127	13.647658	15.962529	
CMAS	0.101206196	49.025295	52.660629	
PID1	-0.35674772	181.991875	141.902571	
SAG	-0.079196384	0.1885	0.125016	
MIR3088	0	0	0	
ASB7	0.009842199	1.322138	1.338034	
ZNHIT3	0.485080005	11.949687	17.125204	
GM16159	0	0	0	
ZMAT2	0.415035929	30.007856	40.343763	
MGMT	-0.003680574	5.526872	5.510242	
ARCN1	0.290798463	71.627892	87.846945	
FPR-RS6	0	0	0	
TROVE2	0.15096085	2.123652	2.468218	
MED26	0.192725323	4.166459	4.904853	
OLFR1261	0	0	0	
RCVRN	0	0	0.03169	
RTP4	-0.383869503	29.823527	22.622513	
IL2RB	-0.016425003	0.01145	0	
THOC6	0.240274076	22.122428	26.312606	
VPS35	-0.155393888	100.439953	90.081635	
TERT	0.101592169	0.01771	0.091959	
ARHGAP10	0.142397392	26.617369	29.482332	
RAB26OS	1.317407243	10.654321	28.044645	
PIM3	1.282413874	5.023987	13.653085	
OLFR1230	0	0	0	
CDK4	0.654788434	110.403126	174.391417	
TMCC1	-0.421575073	3.827722	2.604421	
MIR7056	0	0	0	
OLFR1499	0	0	0	
REEP1	-0.028209012	0.119037	0.097369	
UQCC2	0.045414143	102.497852	105.807649	
SULT4A1	-0.037297872	0.02619	0	
GP6	-0.120685935	0.180689	0.085939	
NDRG1	-0.679658902	4.684464	2.548884	
SOWAHC	-0.70136845	3.75475	1.924117	
MIR1898	0	0	0	
ATP6V1G1	0.190046019	146.314699	167.056624	
GM13124	0	0	0	
GPR110	0	0	0.089778	
MIR6387	0	0	0	
1700044K03RIK	0	0	0	
TNNI3K	0	0	0	
ERGIC3	-0.200933234	66.675421	57.876778	
NEUROG2	0	0	0	
2410018M08RIK	0.261594984	10.498812	12.784814	
MTRR	0.462515828	8.75189	12.437545	
ZFP637	0.083239633	10.176075	10.83987	
GC	0	0	0	
GALC	-1.115138899	18.557408	8.028613	
SLC7A4	-0.155810859	0.85771	0.667532	
GAD1	0	0	0	
BMF	0.566701075	0.212559	0.795961	
RGMA	0	0	0.007963	
SERPINA1D	0	0	0	
NECAB1	0	0	0	
9230110C19RIK	0	0	0	
GPR88	0	0	0	
GM17019	0	0	0	
GM13078	0	0	0	
KRTAP4-13	0	0	0	
2310079G19RIK	0	0	0	
DPF2	0.495247979	9.357201	13.5991275	
VMN1R64	0	0	0	
MIRLET7BHG	-0.035992278	0.13327	0.105347	
PRSS57	-0.015483779	0.240732	0.227487	
MUP3	0	0	0	
SNTB1	0.082620263	0.336742	0.415529	
GCC2	0.117439822	4.712923	5.197425	
GGA1	-0.079598073	40.427604	38.203822	
OLFR862	0	0	0	
LENG1	0.275988762	4.985429	6.247299	
ASPM	0.372853434	5.818942	7.829926	
4930548H24RIK	0.029245197	0.023338	0.044294	
SPINK14	0	0	0	
GM9961	0	0	0	
TBC1D13	-0.020712526	39.14098	38.5688	
USP51	0.054276877	0.013967	0.052841	
POFUT2	0.269337376	39.438913	47.739167	
LRP2BP	0.011224695	0.008871	0.016751	
MIRLET7A-1	0	0	0	
MIR7089	0	0	0	
CCDC85C	0.189996425	0.106259	0.261977	
SLC39A1	0.211045862	63.988314	74.225729	
IFI204	-1.134535664	14.979848	6.278525	
PRAMEF6	0	0	0	
5430437J10RIK	-0.634581045	0.77158	0.141124	
CENPT	-0.155840646	15.008683	13.369541	
B3GALT4	-0.18968391	4.905747	4.178146	
DHRS13	0.55066103	4.225203	6.653651	
5830416P10RIK	-0.046328291	0.06616	0.032467	
SLC12A5	0.171724819	0.200995	0.352806	
FOLR4	0	0	0	
VMN1R57	0	0	0	
TPPP2	0	0	0	
TDH	0	0	0	
SMARCD1	0.556308207	8.049394	12.307147	
CD93	-2.080055453	88.480879	20.162704	
GTF2F1	0.13493446	53.383381	58.715287	
OLFR568	0	0	0	
HIST1H4M	-9.95E-05	0.000101	3.20E-05	
FOXD1	0	0	0	
NBN	-0.106759016	10.592384	9.765522	
4930577N17RIK	0.176110007	0.316449	0.487368	
KRTAP6-2	0	0	0	
BACH1	0.141422182	13.229072	14.694551	
GM10549	0	0	0	
OLFR1487	0	0	0	
MED4	0.039907188	18.865773	19.422962	
GRIK4	0	0	0	
B9D1	0.752498717	1.130826	2.58982	
SRGAP3	2.529486972	0.608674	8.287942	
CPPED1	0.573100686	13.285792	20.253224	
COG8	0.378497773	12.285306	16.270732	
RNASE11	0	0	0	
ART3	0	0	0.019913	
OLFR1277	0	0	0	
CHST11	0.818549282	1.443796	3.309956	
MYH15	-0.065643945	0.051139	0.004383	
TNKS1BP1	-0.239618949	1.085904	0.766696	
ROCK1	-0.002787917	14.256108	14.226655	
FRAT2	0.615673714	0.365274	1.091973	
HEXA	-1.114078289	312.915548	144.024656	
OLFR583	0	0	0	
GM15127	0	0	0	
UBE2D3	0.127762839	130.667691	142.859871	
KLF8	0.373827807	1.100077	1.721251	
TRPM4	-0.611939825	2.605056	1.358847	
LETM1	0.251132783	24.619746	29.491116	
4921511I17RIK	-0.03577169	0.025105	0	
COX20	0.739750731	31.765809	53.715208	
MIR3072	0	0	0	
KLHL35	0.034983957	0.081627	0.108176	
MTNR1B	0	0	0	
MIR345	0	0	0	
CYB561D1	-0.140680085	1.586635	1.3463145	
TMEM163	1.403044565	0.18504	2.133946	
GM14420	0.270783442	3.78012	4.767037	
BC051226	-0.351886693	1.481985	0.944781	
HSD17B2	0	0	0.050408	
OLFR1307	0	0	0	
RNF11	-0.23384501	21.40152	18.04948	
SPAG17	0.018990079	0.011175	0.024573	
TIMM17A	0.657422107	57.71602	91.610533	
ROBO4	0	0	0	
E030044B06RIK	0	0	0.040362	
QRICH2	0	0	0	
SKINT10	0	0	0	
MIR431	0	0	0	
MIR680-2	0	0	0	
REST	0.821524196	3.364144	6.71263	
SPINK13	0	0	0	
SFRS18	0.3504592	10.771152	14.007823	
OLFR609	0	0	0	
TACR1	-0.00986695	0.080266	0.072903	
BCL6	-0.968196874	19.362944	9.408407	
MIR6999	0	0	0	
SPINK3	0	0	0	
MINA	0.436532359	22.373394	30.632325	
4931440P22RIK	-0.176167871	0.517296	0.342884	
CAR13	0.479920007	8.703308	12.532877	
SUPT6	0.800908671	21.795642	38.714524	
4930546C10RIK	0	0	0	
IL17D	0	0	0	
RRAS	-0.437377491	15.817536	11.419343	
IL10RB	-0.946973762	112.052542	57.642547	
ABCB11	0.015868252	0.006081	0.017208	
GRB7	0	0	0.012302	
COX8A	0.161485568	339.84601	380.215205	
4930557J02RIK	0	0	0	
IAH1	-0.090108929	26.184002	24.53806	
GFPT2	0.178701195	0.07179	0.213121	
MIR329	0	0	0	
4930546K05RIK	0	0	0	
2610016A17RIK	0	0	0	
IGFN1	0	0	0.003057	
NAIF1	0.247566401	1.172366	1.579039	
FABP9	0	0	0	
OLFR750	0	0	0	
EXOC5	0.037460681	18.967412	19.492671	
CDK8	0.660142619	11.930622	19.433471	
LSM14B	0.163393716	11.2418	12.709818	
A230072E10RIK	-0.013276439	0.009245	0	
PTGFRN	-0.064023972	0.705249	0.631228	
FERMT2	-0.014103744	0.018776	0.008865	
NFKBID	1.09731163	8.595634	19.530399	
SLC25A47	0.204650849	0.60151	0.845592	
SLAMF9	-2.780506764	71.114753	9.495622	
OLFR1504	0	0	0	
1700057G04RIK	0	0	0	
FHL3	-0.489937648	53.899001	38.091156	
UBASH3A	-0.05957899	0.083031	0.039216	
TCL1B5	0	0	0	
CXCR6	0.169880863	0.016896	0.143973	
4922502D21RIK	0	0	0	
MIR490	0	0	0	
3830432H09RIK	0	0	0.024414	
GLIPR1L2	0	0	0	
IQCF6	0	0	0	
PER2	-0.316220512	0.607707	0.291264	
GBP11	0	0	0	
SYT16	0.183699442	0.022817	0.161708	
SNORD88C	0	0	0	
SLCO4C1	0.01407776	0.039087	0.049276	
POLR2F	0.385848766	88.866849	116.422566	
CSDC2	0.06609709	0.00312	0.050147	
SERPINA1C	0	0	0	
1700052N19RIK	0.441053565	9.151244	12.781282	
TVP23B	-0.182568097	16.191593	14.148082	
PAK2	0.117975359	39.948935	43.438228	
SLC2A12	0	0	0	
HMGN1	0.249470104	108.773145	129.495066	
DRAM1	-0.725666967	14.063206	8.108983	
DEFB9	0	0	0	
IQCB1	0.293637288	1.576798	2.15845	
DNAH10	-0.002971774	0.002062	0	
4930563H07RIK	0	0	0	
GM20809	0	0	0	
OLFR539	0	0	0	
GM7550	0	0	0	
EIF1	-0.058208132	330.916221	317.791023	
GPR143	0	0	0	
BC049762	0.052073734	0.042061	0.080361	
BHLHE22	0	0	0	
D11WSU47E	0.355317894	3.552543	4.82392	
ZFP850	0.291025255	0.895101	1.318674	
ZFP709	0.385627334	1.221806	1.902629	
CYP46A1	-0.001141918	0.014909	0.014106	
SPIC	2.174706233	0.05381	3.757887	
HDAC11	0.017117923	0.174439	0.188457	
SDR16C5	0	0	0	
GM13710	-0.064351102	0.136881	0.087285	
MPPED1	0	0	0	
KCNT2	0	0	0	
F12	0	0	0	
NELL2	0	0	0	
ZFP493	0.449281157	0.362676	0.860543	
KIT	-0.098938668	0.161	0.0840485	
DNAJC24	0.214706154	3.797656	4.567524	
LIG4	0.17803047	2.185467	2.603841	
SDK1	-0.000284704	0.003433	0.003235	
MIR7687	0	0	0	
WFDC10	0	0	0	
CEP152	0.107491923	3.199271	3.5241	
GTF3A	0.532132751	21.91779	32.140622	
MIR6984	0	0	0	
CHRM2	0	0	0	
AP3S2	0.414253046	7.707332	10.603465	
AGO4	-0.258247481	1.937277	1.455866	
GPR137B-PS	1.222432092	39.361731	93.179962	
CDC123	0.087150405	39.119367	41.617597	
LY6D	-0.787987688	1.408165	0.394692	
H2-EB1	-0.567349095	24.117326	15.95057	
RRAD	2.347915322	1.956836	14.0529	
VMN2R41	0	0	0	
ERAS	0	0	0	
CHRNA4	0	0	0	
OSGIN1	-1.401059199	12.116293	3.966498	
MIR337	0	0	0	
TM4SF1	0.012401818	0.117644	0.127293	
FAM13B	0.165486229	7.296131	8.304476	
NBEAL1	0.190093511	1.164556	1.469407	
DKK2	-0.012268745	0.016298	0.007692	
DSPP	0	0	0	
PLEKHA3	0.39190977	14.321627	19.103954	
SUPT7L	0.440756493	5.652078	8.028971	
5830454E08RIK	-0.010375214	0.212015	0.20333	
MIR7677	0	0	0	
TMEM256	-0.646831289	118.799237	75.513564	
BMP6	0	0	0	
CMPK1	-0.469266261	114.591993	82.495781	
ERH	0.715847083	150.241404	247.406036	
RB1	-0.781268965	12.466886	6.835772	
PNLIPRP2	0	0	0	
OSCP1	0.402382284	0.563966	1.067076	
DOK7	0.014657097	0.02504	0.035507	
NR0B1	0	0	0	
SNORD8	0	0	0	
PLCL2	0.172181508	10.886497	12.393241	
TMEM204	1.563523659	0.308032	2.866214	
CHST7	1.446515525	0.515951	3.131709	
WDR18	0.563032184	21.694285	32.527879	
4930579G24RIK	-0.410943936	10.538858	7.678734	
PSEN1	-0.079178052	42.138987	39.835227	
CPLX4	0	0	0	
1700025B11RIK	0	0	0	
LPCAT4	-1.244663576	28.856448	11.599609	
XPO4	1.023685018	5.15857	11.521022	
AKR1B10	-0.484741161	21.515028	15.089808	
CYP2D10	0	0	0	
RPS19BP1	0.561709171	30.250727	45.126599	
BZRAP1	-0.024096058	0.581136	0.554947	
2210409D07RIK	0	0	0	
FAM71B	0	0	0	
4930486L24RIK	-1.27815037	2.099889	0.278158	
RBBP9	0.037149237	3.121946	3.229464	
ECE1	-0.656531476	9.699683	5.787897	
GNRHR	0	0	0	
CD47	0.242061745	44.758069	53.117227	
HTT	0.092348139	9.573102	10.272026	
CHCHD5	0.044131279	6.915328	7.161195	
OLFR1264	-0.055886982	0.039498	0	
DHX33	0.571421904	8.268637	12.773078	
SMAD1	-0.875841321	10.631423	5.338381	
9830132P13RIK	0	0	0	
TSPYL2	-0.057112021	4.971344	4.739574	
E030025P04RIK	0	0	0	
5430434I15RIK	0	0	0	
SYCE1	0	0	0	
MAGOH	0.706315258	51.99516	85.468572	
ARMC7	0.108092534	10.409204	11.296866	
RDH9	0.028438309	0.022881	0.043244	
PPP1R3E	0.560975378	2.545524	4.230592	
CHAC1	0.711557901	0.396979	1.287653	
PPP1R13L	0.474350871	1.608886	2.624507	
ELL	-0.573182595	14.31999	9.297062	
SYT13	0.020931621	0.008043	0.022775	
VMN1R75	0	0	0	
SCLT1	0.199771603	3.353637	4.000224	
KRT19	0	0	0	
GM20324	0.342875289	0.281742	0.62561	
GALE	-0.178856304	13.531905	11.837529	
OLFR470	0	0	0	
ABCA8A	0	0	0	
TBRG3	0.011478792	0.003852	0.011871	
1700112J05RIK	0	0	0	
MIR3077	0	0	0	
GM6578	0	0	0	
NHP2L1	0.844380345	97.404107	175.683924	
SH3GL2	0	0	0	
CNOT10	0.385070361	12.961802	17.233045	
A730008H23RIK	0.335806299	7.569204	9.815043	
ACTR8	0.410686963	12.518676	16.970628	
RNF208	0.30476455	0.101132	0.360137	
DEFB37	0	0	0	
NKX1-2	0	0	0	
VMN2R109	0	0	0	
GM5535	0	0	0.017567	
CXCL5	-0.005509113	0.078622	0.074511	
STX4A	-0.393555909	57.261375	43.351529	
CDH22	-0.012119527	0.008436	0	
BAZ2A	0.317301426	9.261583	11.785909	
PI16	-0.361076393	0.810881	0.409922	
CHRNB4	-0.010874735	0.009128	0.00155	
PTPN11	0.189056876	11.0313275	12.7159325	
ZFP592	0.02717133	6.8417	6.990788	
DEPDC1B	-0.374762654	4.882281	3.536605	
IPO9	-0.457178251	27.022602	19.411931	
PLCD3	0.172350121	0.454158	0.63868	
MS4A4B	-0.252890429	0.406255	0.180148	
DDX27	0.985297108	23.896857	48.28883	
ICOSL	-2.674651017	11.271565	0.921984	
TMEM19	-0.095807172	13.436657	12.509081	
MIR3960	0	0	0	
ZFHX2OS	0.135127033	0.362447	0.496225	
MIR181A-2	0	0	0	
TUBB3	0.715464274	0.075152	0.765412	
METTL7A2	-0.05128563	0.036191	3.00E-06	
IL10	-0.073074341	0.233127	0.172223	
TMEM115	-0.046082831	14.723109	14.228815	
GTF3C5	2.676187019	3.4883395	27.6878675	
ALKBH1	1.030798915	5.531447	12.344761	
3100003L05RIK	0	0	0	
EIF2S2	0.563045829	61.119638	90.774621	
WDR52	-0.019510648	0.017888	0.004215	
CNPY3	-0.218564846	56.265717	48.215299	
TAC1	0	0	0	
PXDN	-0.006745168	0.008901	0.004195	
OSBPL7	-0.177378293	3.614411	3.080563	
KLF1	0.024868249	0.042919	0.061052	
PPP1R16A	0.467769805	7.348441	10.545643	
OLFR58	0	0	0	
NELFA	0.457937961	13.225037	18.539186	
F930015N05RIK	0	0	0	
SPEER1-PS1	0	0	0	
PHKG1	0.063232484	0.052939	0.100115	
SLMO2	0.610359047	56.027245	86.060022	
CEBPE	0.084680858	2.788406	3.017427	
RAB11FIP4OS1	0.143183263	0.02878	0.136122	
ANXA2	0.228898704	628.40311	736.622678	
SLC17A7	-0.048478056	0.156423	0.11821	
VMN1R151	0	0	0	
H2-KE6	0.244058593	14.277715	17.093699	
PGAP3	0.056611367	2.789099	2.940739	
9230116N13RIK	-0.129482171	0.437154	0.313788	
1700111N16RIK	0	0	0	
SLFNL1	0	0	0	
HNRNPU	0.579523251	164.641801	246.527711	
NDUFB10	0.690450298	107.756979	174.510614	
MTFMT	0.435625669	4.627814	6.611603	
PABPC5	0	0	0	
4930524B17RIK	0	0	0	
MIR328	0	0	0	
RPS11	0.491361616	964.915925	1356.856612	
1810008I18RIK	0	0	0.056385	
TAPT1	0.219034542	9.918182	11.708266	
4833419F23RIK	-0.793329533	1.012449	0.161205	
GM6225	0.167590532	0.019077	0.144608	
MED12L	-0.04162096	0.056817	0.026764	
FGF17	0	0	0	
HOXB2	0	0	0	
IP6K3	0	0	0	
AIG1	-0.664097438	9.405338	5.566636	
1700012I11RIK	0	0	0	
OLFR1054	0	0	0	
DPPA5A	0	0	0.126595	
CDC42BPA	-0.011099023	1.042867	1.027211	
IDI1	-1.49490932	32.390381	10.847012	
TMEM253	0	0	0.026524	
SKIDA1	-0.020079411	0.020578	0.006472	
TTC12	-0.623703898	4.913163	2.837658	
CCDC137	1.048980097	4.924729	11.258659	
OLFR294	0	0	0	
SP5	0	0	0	
CLDN15	-0.126548697	0.467829	0.344561	
GUCY1A3	-0.072371614	0.070519	0.018142	
BRICD5	0.053442964	1.584336	1.681865	
PCDHAC1	0	0	0	
POF1B	-0.011123467	0.00774	0	
PIGM	0.186275098	5.441772	6.329591	
CHMP2B	0.166399479	27.612067	31.110012	
THEM5	0	0	0	
MREG	-0.211626982	0.349031	0.164973	
FCHSD1	-0.159880135	2.255054	1.913597	
MIR6237	0	0	0	
ZIC1	-0.001365508	0.005232	0.004281	
KLHL23	0.252640875	0.55595	0.853737	
ILDR2	-0.002738768	0.007082	0.005172	
OSGEP	-0.098559963	20.083867	18.691589	
SNORA68	0	0	0	
FGF6	0	0	0	
CES1F	0	0	0	
APH1C	-0.597756918	2.184941	1.104547	
NAGS	0	0	0	
IKZF5	0.19718769	4.852405	5.709556	
ASB14	-0.011321732	0.0078785	0	
MAP10	0.021913791	0.801975	0.829555	
CMTM6	-0.699174255	39.704975	24.071197	
SUSD4	0	0	0.044247	
DSCR3	-0.824723295	35.767648	19.758664	
ALDH4A1	0.263373827	4.825975	5.992815	
9530080O11RIK	0	0	0.010618	
SPTB	-0.204429741	0.31632	0.14241	
PPP2CA	0.286756977	126.2005	154.171254	
MIR7038	0	0	0	
GM11186	0	0	0	
ASB5	-0.142457878	0.103784	0	
CALM5	0	0	0	
NEK9	0.081279459	30.29429	32.107978	
CHIC2	-0.052724558	22.031399	21.204891	
FZD3	0.02772446	0.005877	0.025394	
NOL12	0.288530917	16.493354	20.366311	
HNRNPLL	0.273494547	26.265502	31.956688	
CEACAM3	0	0	0	
GM17677	0	0	0	
E330021D16RIK	0	0	0	
GM9767	0	0	0	
RELL1	-1.204399605	6.089535	2.076503	
SYNE2	-0.015657193	0.357969	0.343311	
CYP27B1	-0.019217727	0.025741	0.012168	
CCAR1	0.542007711	19.367003	28.654302	
FAM92A	0.098833125	4.197756	4.566313	
FOS	2.610365616	42.003229	261.602839	
CKMT1	0	0	0.156289	
HSPH1	0.585711412	36.930399	55.925141	
GM17830	0	0	0	
D830046C22RIK	-0.423667627	0.795188	0.338361	
VPS16	-0.139058295	19.269147	17.40665	
SLC22A20	0	0	0.015959	
MYO1F	-0.447481191	133.507277	97.637151	
4930572K03RIK	0	0	0	
TMEM30B	0	0	0.008752	
TMEM218	-0.115736874	5.21375	4.734737	
HMX2	0.597734544	0.038962	0.572301	
NOS2	-0.024989164	0.075354	0.056888	
TRP53BP2	-0.046697765	3.643083	3.4952	
SPCS1	-0.363680292	95.950378	74.347844	
CCDC78	0.066573188	0.047595	0.097069	
IL18	-0.578297452	10.958196	7.009046	
SP3OS	0.118219042	1.725655	1.95841	
USP48	0.256589784	15.390706	18.581181	
TPRG	0	0	0.030888	
CES2D-PS	0	0	0	
TBKBP1	0.208587731	13.877905	16.192259	
AI597468	0.336361788	1.576538	2.253056	
GM10941	-0.205388294	0.90168	0.649337	
OGFRL1	-1.38412806	12.099695	4.018768	
TCSTV3	0	0	0	
PCDH18	-0.036745006	0.10919	0.081296	
CDC40	0.648390343	8.592477	14.035425	
GM17359	0	0	0	
IFT27	-0.081745461	13.994683	13.168682	
OLFR701	0	0	0.009425	
PIRA7	1.055932505	6.166589	13.89978	
KPRP	0	0	0	
LCE3F	0	0	0	
ACAD11	0.244105345	4.119835	5.063718	
TEFM	0.321183401	4.77077	6.20974	
EDN3	-0.014762333	0.010285	0	
PGPEP1L	0	0	0	
TIMP4	0	0	0	
H2-L	0.107613234	21.089281	22.799969	
RPSA	0.365997221	743.24932	958.167795	
NR3C2	-0.000593041	0.007347	0.006933	
SLC6A7	0	0	0	
D3BWG0562E	0	0	0.000245	
0610009L18RIK	-0.575974646	0.688735	0.132859	
RAPGEFL1	-0.078066703	0.813029	0.71753	
IFT52	0.194033732	14.6244	16.873653	
SLC25A45	-1.142371674	24.31578	10.468409	
SNRPB	0.171360793	261.026327	294.073133	
SLC25A41	0	0	0	
BC024386	0	0	0	
LATS1	0.462616659	7.30338	10.442381	
BIVM	0.610587412	2.389486	4.175341	
WDR38	0	0	0	
ERICH1	-0.346925588	4.151361	3.050298	
DGKD	-0.657566115	43.710064	27.343806	
WDR41	-0.410965891	22.107863	16.379878	
KCNQ4	0	0	0	
LCE3D	0	0	0	
SFTPC	0	0	0	
ARHGEF38	0	0	0	
ATP6V0A2	0.089013481	13.483975	14.405773	
PRRX2	0	0	0	
CCL9	0.099461618	163.081287	174.792355	
AFG3L2	0.31599755	28.701074	35.974039	
NAPSA	-0.394796233	13.978513	10.392609	
CLIC5	-0.00822472	0.013594	0.007832	
ROGDI	0.152748352	8.505384	9.566995	
MIR6481	0	0	0	
CLEC18A	0	0	0	
ZFP13	0.595318938	0.058988	0.599926	
PLXNA3	-0.004419791	0.643413	0.638386	
GABRR1	0	0	0	
PDHA1	0.586741425	41.710278	63.144462	
GM21283	0	0	0	
GM4861	0	0	0	
HAVCR2	-1.45028454	26.851961	9.192404	
L3MBTL3	0.117724951	1.423394	1.629437	
TSPAN31	-0.204585196	64.8207	56.118424	
MRPS30	0.557259768	22.259915	33.226306	
1700016D06RIK	0	0	0	
MIR7013	0	0	0	
ATAD5	0.515636015	4.092422	6.28025	
CCDC176	0.385956995	0.129313	0.475703	
GM21293	0	0	0.002099	
4931431B13RIK	0	0	0	
SEC22B	-0.008287661	28.378499	28.210216	
ZFP750	0.032671917	0.046941	0.070921	
SAA3	-0.409638774	3.148083	2.122726	
MIR5046	0	0	0	
MIR7082	0	0	0	
PCYOX1	-0.058680752	26.91602	25.803335	
FADS6	-0.29822197	0.358557	0.104852	
HES7	0	0	0.071672	
GM14744	0	0	0	
NLRC4	-0.451609175	3.650549	2.400606	
FAM217A	0	0	0	
DSG1C	0	0	0	
OLFR1042	0	0	0	
MIR467A-9	0	0	0	
GM4477	0	0	0	
1110037F02RIK	0.132224367	10.125042	11.192848	
GM20738	0	0	0	
ANKRD13C	0.22627844	13.101695	15.496352	
SNORD67	0	0	0	
FDXR	0.68074287	6.713684	11.364765	
GUCA1A	-0.668738586	6.360883	3.630411	
POLR2J	0.288238517	75.284102	92.154208	
MIR297-2	0	0	0	
MDH1	0.136495709	75.522892	83.1164	
SSXB10	0	0	0	
TSPYL1	0.050545658	21.800042	22.613013	
DNAJC30	0.20555295	12.602012	14.684864	
MIR205	0	0	0	
SELENBP1	-0.500570201	5.052028	3.277739	
POU3F3	0	0	0	
NR2F6	0.470973064	9.322691	13.307704	
TAAR7F	0	0	0	
CGA	0	0	0	
TPH2	0	0	0.011134	
GATA5OS	0	0	0.009174	
MIR3471-1	0	0	0	
VMN2R37	0	0	0	
ZBTB45	0.32195389	10.096428	12.870783	
LANCL2	0.155235574	5.94883	6.738241	
AIM1	1.386944374	12.178445	33.464821	
ST8SIA3	0.00174869	0.010855	0.012081	
SRGAP2	-0.336983299	16.504652	12.858346	
SOS1	0.259322739	3.780448	4.721798	
4833412C05RIK	0	0	0	
KIF26B	0.010363715	0.003961	0.011199	
OLFR557	0	0	0	
4930572O13RIK	0	0	0	
LENG8	0.439812566	18.213236	25.061373	
GLI3	0	0	0	
LYZ1	-1.674510142	487.183744	151.934523	
TLR4	-1.171008093	17.781804	7.341204	
VTI1B	0.301076429	51.048255	63.126747	
NXPH3	-0.104352284	0.105743	0.028587	
REN2	0	0	0	
MIR7087	0	0	0	
ARL14EPL	0	0	0	
TIE1	-0.0235732	0.038815	0.021979	
TMEM117	0	0	0.031384	
SIX2	0.009085784	0.03092	0.037433	
ZFP345	0.009134242	0.014255	0.020697	
BCAS3OS1	0	0	0	
MIR3064	0	0	0	
OLFR310	0	0	0	
EPG5	0.083670962	3.452642	3.718514	
SPIRE2	0	0	0.076043	
ETF1	0.222322042	64.727166	75.677953	
IL6ST	0.02183411	9.931217	10.097911	
SLC38A2	0.513326889	50.046521	71.860633	
SMPD2	-0.327318672	4.552567	3.425487	
SYMPK	-0.055913625	65.95768	63.412287	
SNORD47	0	0	0	
LOC101669761	-0.15700473	0.716718	0.539699	
